ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
CPD-3945	-	-	C28-22S-hydroxysteroid; C28-Brassinosteroids	-	(22&alpha)-hydroxy-campest-4-en-3-one	ST 28:2;O2	(C 28);(H 46);(O 2)	(PUBCHEM 15341631 NIL |kothari| 3686579211 NIL NIL); (HMDB HMDB12113 NIL |kothari| 3608597114 NIL NIL); (LIPID_MAPS LMST01031116 NIL |kothari| 3594492092 NIL NIL); (CHEBI 72330 NIL |kothari| 3594046690 NIL NIL); (LIGAND-CPD C15796 NIL |taltman| 3459474373 NIL NIL)	CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CCC1(\[C@@](CCC(=O)\C=1)(C)[C@H]2CC[C@](C)34))))	(22S)-22-hydroxy-campest-4-en-3-one; (22S,24R)-22-hydroxy-ergost-4-en-3-one; (22S, 24R)-22-hydroxyergost-4-en-3-one	['-']
CPD-14010	-	Fatty acyls	All-Coas	Acyl-Coenzyme A	2,4-dihydroxycinnamoyl-CoA	-	(C 30);(H 38);(N 7);(O 19);(P 3);(S 1)	(CHEBI 142398 NIL |kothari| 3760050701 NIL NIL); (PUBCHEM 90657794 NIL |kothari| 3641818092 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C(O)=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]	2,4-dihydroxycinnamoyl-CoA; (E)-3-(2,4-dihydroxyphenyl)-prop-2-enoyl-CoA	['-']
SUC	-	-	C4-dicarboxylates	-	succinate	-	(C 4);(H 4);(O 4)	(REFMET Succinic acid NIL |midford| 3701443689 NIL NIL); (BIGG succ NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC30031 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00254 NIL |kothari| 3608602422 NIL NIL); (CHEMSPIDER 140973 NIL |kothari| 3563632256 NIL NIL); (CHEBI 30031 NIL |taltman| 3498850556 NIL NIL); (PUBCHEM 160419 NIL |taltman| 3451921010 NIL NIL); (KNAPSACK C00001205 NIL |achi1| 3445698173 NIL NIL); (LIGAND-CPD C00042 NIL |kr| 3346617700 NIL NIL); (CAS 110-15-6)	C(C([O-])=O)CC([O-])=O	succinic acid; suc; succ; butanedioic acid; ethylenesuccinic acid	['-']
CPD-715	-	-	C28-Brassinosteroids	-	6-deoxoteasterone	ST 28:0;O3	(C 28);(H 50);(O 3)	(PUBCHEM 11144580 NIL |kothari| 3686579210 NIL NIL); (LIPID_MAPS LMST01030120 NIL |kothari| 3594492012 NIL NIL); (CHEBI 20716 NIL |kothari| 3594046689 NIL NIL); (LIGAND-CPD C15799 NIL |taltman| 3459474373 NIL NIL)	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC[C@H]1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	deoxoteasterone	['-']
CPD-717	-	-	C28-Brassinosteroids	-	3-dehydro-6-deoxoteasterone	ST 28:1;O3	(C 28);(H 48);(O 3)	(PUBCHEM 16061345 NIL |kothari| 3686579210 NIL NIL); (LIPID_MAPS LMST01030125 NIL |kothari| 3594492012 NIL NIL); (CHEBI 20710 NIL |kothari| 3594051938 NIL NIL); (LIGAND-CPD C15800 NIL |taltman| 3459474373 NIL NIL)	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	dehydro-deoxoteasterone; 6-deoxo-3-dehydroteasterone; 22R,23R-dihydroxy-5a-campestan-3-one	['-']
SPERMIDINE	-	-	Aliphatic-Alpha-Omega-Diamines	-	spermidine	-	(C 7);(H 22);(N 3)	(REFMET Spermidine NIL |midford| 3701443689 NIL NIL); (BIGG spmd NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57834 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01257 NIL |kothari| 3608602556 NIL NIL); (CHEMSPIDER 5360248 NIL |kothari| 3563631955 NIL NIL); (CHEBI 57834 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 6992097 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00315 NIL |kr| 3346617698 NIL NIL); (CAS 124-20-9)	C([NH3+])CC[NH2+]CCCC[NH3+]	N-(3-aminopropyl)butane-1,4-diamine	['-']
CPD-313	-	-	Aliphatic-Alpha-Omega-Diamines	-	propane-1,3-diamine	-	(C 3);(H 12);(N 2)	(REFMET 1,3-Diaminopropane NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC57484 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00002 NIL |kothari| 3608603036 NIL NIL); (CHEMSPIDER 3247103 NIL |kothari| 3563632197 NIL NIL); (CHEBI 57484 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 4030255 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00986 NIL |kr| 3410284649 NIL NIL); (CAS 109-76-2)	C(CC[NH3+])[NH3+]	trimethylenediamine; 1,3-propanediamine; 1,3-diaminopropane; 1,3-DAP	['-']
CPD-14508	-	-	Diterpenes	-	19-O-&beta-glucopyranosyl-steviol	-	(C 26);(H 40);(O 8)	(PUBCHEM 152758 NIL |kothari| 3760047716 NIL NIL)	C=C1(C[C@@]35(C[C@@]1(O)CC[C@@H]([C@]4(C)(CCC[C@](C(O[C@H]2([C@H](O)[C@H]([C@H](O)[C@@H](CO)O2)O))=O)(C)[C@@H](CC3)4))5))	['-']	['-']
CPD-14505	-	-	Diterpenes	-	rubusoside	-	(C 32);(H 50);(O 13)	(PUBCHEM 24721373 NIL |kothari| 3760047716 NIL NIL)	C=C1(C[C@@]46(C[C@@]1(O[C@@H]2(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O)2)CO))CC[C@@H]([C@]5(C)(CCC[C@](C(O[C@H]3([C@H](O)[C@H]([C@H](O)[C@@H](CO)O3)O))=O)(C)[C@@H](CC4)5))6))	1-o-[(5|A,9|A,10|A,13|A)-13-(|A-d-glucopyranosyloxy)-18-oxokaur-16-en-18-yl]-|A-d-glucopyranose	['-']
CPD-17633	ACYL-COA	Fatty acyls	ACYL-COA; OMEGA-ALDEHYDE-FATTY-ACID	Acyl-Coenzyme A	22-oxo-docosanoyl-CoA	-	(C 43);(H 72);(N 7);(O 18);(P 3);(S 1)	(PUBCHEM 91819993 NIL |kothari| 3651883219 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCCCCC=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	22-oxo-behenoyl-CoA	['-']
CPD-14775	Long-Chain-Acyl-CoAs	Fatty acyls	Long-Chain-Acyl-CoAs	Acyl-Coenzyme A	22-carboxy-docosanoyl-CoA	C22:0-DCA-CoA; C22:0-DCA-ACoA	(C 43);(H 71);(N 7);(O 19);(P 3);(S 1)	(PUBCHEM 90657401 NIL |kothari| 3641818092 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	C22:0-DCA-CoA; docosanedioyl coenzyme A; docosanedioic acid-CoA; docosanedioyl-CoA	['-']
CPD-697	-	-	C28-Brassinosteroids	-	brassinolide	-	(C 28);(H 48);(O 6)	(PUBCHEM 102515088 NIL |kothari| 3686579210 NIL NIL); (CHEBI 28277 NIL |kothari| 3594050715 NIL NIL); (LIGAND-CPD C08814 NIL |taltman| 3459474374 NIL NIL)	CC([C@@H]([C@H]([C@@H]([C@@H](C)C2([C@]3(CCC4([C@]1(C[C@H]([C@H](C[C@@H]1C(=O)OCC([C@H](CC2)3)4)O)O)C))(C)))O)O)C)C	['-']	['-']
CPD-12501	-	-	C28-Brassinosteroids	-	26-hydroxybrassinolide	-	(C 28);(H 48);(O 7)	(PUBCHEM 46926128 NIL |ong| 3523387880 NIL NIL)	CC([C@@H]([C@H]([C@@H]([C@H](C2([C@]3(CCC4([C@]1(C[C@H]([C@H](C[C@@H]1C(=O)OCC(C(CC2)3)4)O)O)C))(C)))C)O)O)C)CO	['-']	['-']
TRANS-2-HEXENOL	-	-	Alcohols	-	(E)-2-hexenol	-	(C 6);(H 12);(O 1)	(CHEBI 141205 NIL |kothari| 3760050701 NIL NIL); (HMDB HMDB30952 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 19944673 NIL |kothari| 3563632077 NIL NIL); (PUBCHEM 5318042 NIL |taltman| 3466375284 NIL NIL)	CCC/C=C/CO	trans-2-hexenol	['-']
TRANS-2-HEXENAL	-	Fatty acyls	Alk-2-enals	Non-esterified fatty acid	(E)-2-hexenal	-	(C 6);(H 10);(O 1)	(HMDB HMDB31496 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 4444608 NIL |kothari| 3563632110 NIL NIL); (CHEBI 19591 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5281168 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C08497 NIL |kr| 3410284649 NIL NIL); (CAS 6728-26-3)	CCC/C=C/C=O	trans-2-hexenal	['-']
CIS-ACONITATE	-	-	Tricarboxylates	-	cis-aconitate	-	(C 6);(H 3);(O 6)	(REFMET Cis-Aconitic acid NIL |midford| 3701443689 NIL NIL); (BIGG acon_C NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC16383 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00072 NIL |kothari| 3608601984 NIL NIL); (CHEMSPIDER 4573582 NIL |kothari| 3563632053 NIL NIL); (KNAPSACK C00001177 NIL |achi1| 3445698160 NIL NIL); (PUBCHEM 5459816 NIL |taltman| 3466375285 NIL NIL); (CHEBI 16383 NIL |taltman| 3452363559 NIL NIL); (LIGAND-CPD C00417 NIL |kr| 3410284649 NIL NIL); (CAS 585-84-2)	C([O-])(=O)C(/CC(=O)[O-])=C/C(=O)[O-]	(Z)-prop-1-ene-1,2,3-tricarboxylate; cis-aconitic acid	['-']
THREO-DS-ISO-CITRATE	-	-	Isocitrate	-	D-threo-isocitrate	-	(C 6);(H 5);(O 7)	(REFMET Isocitric acid NIL |midford| 3701443689 NIL NIL); (BIGG icit NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC15562 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01874 NIL |kothari| 3608602005 NIL NIL); (CHEMSPIDER 4573553 NIL |kothari| 3563632056 NIL NIL); (LIGAND-CPD C00451 NIL |kothari| 3492541244 NIL NIL); (KNAPSACK C00001188 NIL |achi1| 3445698173 NIL NIL); (CAS 320-77-4); (CAS 30810-51-6 NIL |kr| 3346617700 NIL NIL); (PUBCHEM 5459771 NIL |taltman| 3466375284 NIL NIL); (CHEBI 15562 NIL |taltman| 3452363561 NIL NIL)	C(=O)([C@@H](CC([O-])=O)[C@@H](O)C([O-])=O)[O-]	D-threo-isocitrate; (1R, 2S)-1-hydroxypropane-1,2,3-tricarboxylate; D-threo-isocitric acid; isocitric acid; isocitrate; threo-Ds-isocitrate; I-CIT; D-isocitrate	['-']
CPD-15074	-	-	2-Hydroxyflavanones	-	2-hydroxynaringenin	-	(C 15);(H 11);(O 6)	(PUBCHEM 90658996 NIL |kothari| 3641818092 NIL NIL)	C3(/C=C(\C=C/C(/C1(O)(OC2(\C(\C(=O)C1)=C(/C=C(/C=2)/[O-])\O)))=3)/O)	['-']	['-']
CPD-12655	-	-	Open-tautomer-2-hydroxyflavanones	-	1-(4-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propane-1,3-dione	-	(C 15);(H 11);(O 6)	(PUBCHEM 129320403 NIL |kothari| 3716212930 NIL NIL); (CHEBI 75418 NIL |kothari| 3594046691 NIL NIL)	C2(\C(\C(=O)CC(=O)C1(/C(/O)=C\C(\O)=C/C(/O)=1))=C/C=C(\C=2)/[O-])	dibenzoylmethane tautomer; naringenin dibenzoylmethane tautomer; 2,4,4',6-tetrahydroxydibenzoylmethane	['-']
CONIFERYL-ALCOHOL	-	-	Methoxybenzenes; Phenylpropanoids	-	coniferyl alcohol	-	(C 10);(H 12);(O 3)	(REFMET Coniferyl alcohol NIL |midford| 3697479617 NIL NIL); (METABOLIGHTS MTBLC17745 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB12915 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 1266063 NIL |kothari| 3563631539 NIL NIL); (PUBCHEM 1549095 NIL |taltman| 3466375284 NIL NIL); (CHEBI 17745 NIL |taltman| 3452363454 NIL NIL); (LIGAND-CPD C00590 NIL |kr| 3410284649 NIL NIL); (CAS 458-35-5)	COC1(\C(\O)=C/C=C(/C=C/CO)/C=1)	4-hydroxy-3-methoxycinnamyl alcohol; 3-(4-hydroxy-3-methoxyphenyl)-2-propen-1-ol; 4-(3-hydroxy-1-propenyl)-2-methoxyphenol; &gamma-hydroxyisoeugenol; coniferol; E-coniferyl alcohol	['-']
ACETYL-COA	-	Fatty acyls	All-Coas	Acyl-Coenzyme A	acetyl-CoA	-	(C 23);(H 34);(N 7);(O 17);(P 3);(S 1)	(BIGG 33558 NIL |kothari| 3584718837 NIL NIL); (REFMET Acetyl-CoA NIL |midford| 3701443689 NIL NIL); (BIGG accoa NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57288 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01206 NIL |kothari| 3608602315 NIL NIL); (CHEBI 57288 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 45266541 NIL |ong| 3523387880 NIL NIL); (KNAPSACK C00007259 NIL |achi1| 3445698159 NIL NIL); (CAS 72-89-9); (UM-BBD-CPD c0031 NIL |kawakami| 3278884159 NIL NIL); (LIGAND-CPD C00024 NIL |kawakami| 3276028395 NIL NIL)	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	acetyl coenzyme-A; ac-CoA; acetylcoenzyme-A; acetyl-S-CoA; ac-S-CoA	['-']
CPD-9875	-	-	Coniferyl-Esters; Secondary-Metabolites	-	coniferyl acetate	-	(C 12);(H 14);(O 4)	(METABOLIGHTS MTBLC47905 NIL |kothari| 3608991478 NIL NIL); (LIGAND-CPD C20225 NIL |kothari| 3587485073 NIL NIL); (CHEMSPIDER 10380227 NIL |kothari| 3563631850 NIL NIL); (PUBCHEM 12835430 NIL |taltman| 3466375284 NIL NIL); (CHEBI 47905 NIL |taltman| 3452362993 NIL NIL)	CC(OC/C=C/C1(\C=C/C(/O)=C(C=1)/OC))=O	['-']	['-']
CPD-2190	-	Glycerolipids	Monogalactosyldiacylglycerols-34-6	Monohexosyldiacylglycerol	1-18:3-2-16:3-monogalactosyldiacylglycerol	18:3-16:3-MGDG	(C 43);(H 70);(O 10)	(CHEBI 90552 NIL |kothari| 3686585520 NIL NIL); (PUBCHEM 90659307 NIL |kothari| 3641818092 NIL NIL); (CHEMSPIDER 10477392 NIL |kothari| 3563631793 NIL NIL)	CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/C\C=C/CC)=O)=O	18:3-16:3-MGDG; 1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
ACETYL-GLU	-	-	N-Alpha-Acetylated-Amino-Acids	-	N-acetyl-L-glutamate	-	(C 7);(H 9);(N 1);(O 5)	(REFMET N-acetylglutamic acid NIL |midford| 3701443689 NIL NIL); (BIGG acglu NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC44337 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01138 NIL |kothari| 3594494377 NIL NIL); (CHEMSPIDER 1266066 NIL |kothari| 3563631539 NIL NIL); (CHEBI 44337 NIL |taltman| 3466399582 NIL NIL); (PUBCHEM 1549099 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00624 NIL |kaipa| 3311532629 NIL NIL); (CAS 1188-37-0)	CC(=O)N[C@H](C([O-])=O)CCC(=O)[O-]	N-acetyl-L-glutamic acid; acetyl-L-glu; acetyl-L-glutamate; NAG	['-']
ALLYL-ALCOHOL	-	-	Compounds	-	allyl alcohol	-	(C 3);(H 5);(O 1)	(HMDB HMDB31652 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 13401211 NIL |kothari| 3563632651 NIL NIL); (PUBCHEM 7858 NIL |taltman| 3466375284 NIL NIL); (CHEBI 16605 NIL |taltman| 3452363567 NIL NIL); (LIGAND-CPD C02001 NIL |kr| 3410284649 NIL NIL); (NCI 6526); (CAS 107-18-6)	C=CCO	2-propen-1-ol; 1-hydroxy-2-propene; 1-propen-3-ol; 2-propenol; 3-hydroxy-1-propene; 2-propenyl alcohol; 3-hydroxypropene; vinylcarbinol	['-']
ACROLEIN	-	-	Unsaturated-aldehydes	-	acrolein	-	(C 3);(H 4);(O 1)	(HMDB HMDB41822 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 7559 NIL |kothari| 3563632654 NIL NIL); (CHEBI 15368 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 7847 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C01471 NIL |kr| 3410284650 NIL NIL); (NCI 8819); (CAS 107-02-8)	C=CC=O	prop-2-enal; acrylaldehyde; 2-propenal	['-']
CPD-14495	-	-	Triterpenes	-	ursolic aldehyde	-	(C 30);(H 48);(O 2)	(PUBCHEM 14423521 NIL |kothari| 3619398930 NIL NIL)	C[C@H]5([C@H](C)[C@@H]2([C@@](C=O)(CC[C@@]3(C)([C@]1(C)(CC[C@H]4([C@](C)(C)[C@@H](O)CC[C@](C)([C@H]1C\C=C2/3)4))))CC5))	['-']	['-']
CPD-14496	-	-	Triterpenes	-	ursolate	-	(C 30);(H 48);(O 3)	(METABOLIGHTS MTBLC9908 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB02395 NIL |kothari| 3608597114 NIL NIL); (CHEBI 9908 NIL |kothari| 3557072876 NIL NIL); (KNAPSACK C00003558 NIL |dreher| 3556895492 NIL NIL); (LIGAND-CPD C08988 NIL |dreher| 3556895492 NIL NIL); (PUBCHEM 64945 NIL |hartmut| 3549191578 NIL NIL)	C[C@H]5([C@H](C)[C@@H]2([C@@](C(O)=O)(CC[C@@]3(C)([C@]1(C)(CC[C@H]4([C@](C)(C)[C@@H](O)CC[C@](C)([C@H]1C\C=C2/3)4))))CC5))	ursolic acid; prunol; malol; urson; 3&beta-hydroxyurs-12-en-28-oic acid; &beta-ursolic acid	['-']
R-3-hydroxyhexanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-17637	-	Fatty acyls	IN-CHAIN-HYDROXY-FATTY-ACID; Medium-Chain-234-Saturated-Fatty-Acids; Saturated-Fatty-Acids	Non-esterified fatty acid	7-hydroxylaurate	-	(C 12);(H 23);(O 3)	(CHEBI 84921 NIL |kothari| 3651889255 NIL NIL); (PUBCHEM 90659904 NIL |kothari| 3651883219 NIL NIL)	CCCCCC(O)CCCCCC([O-])=O	7-hydroxydodecanoic acid; 7-hydroxylauric acid; 7-hydroxydodecanoate	['-']
Oxidized-Plastocyanins	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Light	-	-	Pseudo-Compounds	-	h&nu	-	['-']	(LIGAND-CPD C00205 NIL |qwan| 3371497723 NIL NIL)	['-']	light; photon	['-']
Plastocyanin-Reduced	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	-	-	CDP-SUGARS; Sugar-Phosphate	-	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	-	(C 14);(H 22);(N 3);(O 17);(P 3)	(BIGG 2p4c2me NIL |kothari| 3661824226 NIL NIL); (CHEBI 57919 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 46878430 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C11436 NIL |taltman| 3459474374 NIL NIL)	C[C@](OP([O-])([O-])=O)(CO)[C@H](O)COP(OP([O-])(=O)OC[C@@H]2([C@H]([C@@H](O)[C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O))([O-])=O	CDP-ME-2P; CDP-methyl-D-erylthritol 2-phosphate; 4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate; 4-diphosphocytidyl-2-C-methylerythritol 2-phosphate	['-']
2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE	-	-	Compounds	-	2-C-methyl-D-erythritol-2,4-cyclodiphosphate	-	(C 5);(H 10);(O 9);(P 2)	(BIGG 2mecdp NIL |kothari| 3661824226 NIL NIL); (CHEMSPIDER 10241147 NIL |kothari| 3563631797 NIL NIL); (CHEBI 58483 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21605869 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C11453 NIL |kr| 3346617700 NIL NIL)	C[C@@]1(CO)(OP(=O)([O-])OP(=O)([O-])OC[C@@H](O)1)	ME-2,4cPP	['-']
CMP	-	-	Pyrimidine-ribonucleosides-5-P	-	CMP	-	(C 9);(H 12);(N 3);(O 8);(P 1)	(REFMET CMP NIL |midford| 3701443689 NIL NIL); (BIGG cmp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC60377 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00095 NIL |kothari| 3608602588 NIL NIL); (CHEMSPIDER 5414497 NIL |kothari| 3563631944 NIL NIL); (CHEBI 60377 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 7058165 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00055 NIL |kr| 3346617699 NIL NIL); (CAS 63-37-6)	C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O))OP([O-])([O-])=O	5'-cytidylic acid; cytidine 5'-monophosphate; cytidylate; cytidylic acid; cytidine-P; cytidine-monophosphate; cytidine-phosphate; cytidine 5'-phosphate	['-']
ASCORBATE	-	-	Vitamins	-	L-ascorbate	-	(C 6);(H 7);(O 6)	(REFMET Vitamin C NIL |midford| 3701443689 NIL NIL); (BIGG ascb__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC38290 NIL |kothari| 3608997432 NIL NIL); (HMDB HMDB00044 NIL |kothari| 3608602588 NIL NIL); (CHEMSPIDER 102746 NIL |kothari| 3563631761 NIL NIL); (PUBCHEM 54679076 NIL |ong| 3535722629 NIL NIL); (CHEBI 38290 NIL |caspi| 3459695710 NIL NIL); (KNAPSACK C00001179 NIL |dreher| 3445106165 NIL NIL); (LIGAND-CPD C00072 NIL |kr| 3346617701 NIL NIL); (CAS 50-81-7)	C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O)	L-ascorbic acid; ascorbate; vitamin C; ascorbic acid	L-ascorbate acid
CPD-68	-	-	Non-standard-amino-acids	-	1-aminocyclopropane-1-carboxylate	-	(C 4);(H 7);(N 1);(O 2)	(REFMET 1-Aminocyclopropanecarboxylic acid NIL |midford| 3697479617 NIL NIL); (METABOLIGHTS MTBLC58360 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB36458 NIL |kothari| 3608597114 NIL NIL); (CHEBI 58360 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 6971063 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C01234 NIL |kr| 3410284650 NIL NIL); (CAS 22059-21-8)	C([O-])(=O)C1(CC1)[NH3+]	1-aminocyclopropane-1-carboxylic acid; ACC; 1-aminocyclopropanecarboxylic acid; 1-aminocyclopropanecarboxylate	['-']
ETHYLENE-CMPD	-	-	1-Alkenes; Plant-Hormones	-	ethene	-	(C 2);(H 4)	(HMDB HMDB29594 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 6085 NIL |kothari| 3563632742 NIL NIL); (|Wikipedia| Ethylene NIL |caspi| 3554489218 NIL NIL); (PUBCHEM 6325 NIL |taltman| 3466375284 NIL NIL); (CHEBI 18153 NIL |taltman| 3452363460 NIL NIL); (LIGAND-CPD C06547 NIL |kr| 3410284650 NIL NIL)	C=C	olefiant gas; elayl; ethylene	['-']
L-DEHYDRO-ASCORBATE	-	-	Compounds	-	L-dehydro-ascorbate	-	(C 6);(H 6);(O 6)	(PUBCHEM 15558810 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC58070 NIL |kothari| 3608997436 NIL NIL); (HMDB HMDB01264 NIL |kothari| 3608640803 NIL NIL); (CHEBI 58070 NIL |ong| 3535724355 NIL NIL); (LIGAND-CPD C05422 NIL |taltman| 3452530403 NIL NIL)	C(O)[C@H](O)C1(C(=O)C(=O)C(=O)O1)	dehydroascorbate	['-']
HCN	-	-	Nitriles	-	hydrogen cyanide	-	(C 1);(H 1);(N 1)	(BIGG cyan NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC18407 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB60292 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 748 NIL |kothari| 3563632893 NIL NIL); (CHEBI 18407 NIL |taltman| 3498850556 NIL NIL); (CAS 74-90-8 NIL |kothari| 3474044779 NIL NIL); (PUBCHEM 768 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C01326 NIL |kr| 3346617700 NIL NIL)	C#N	cyanide; hydrocyanic acid	['-']
CIT	-	-	Compounds	-	citrate	-	(C 6);(H 5);(O 7)	(REFMET Citric acid NIL |midford| 3701443689 NIL NIL); (BIGG cit NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16947 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00094 NIL |kothari| 3608602924 NIL NIL); (CHEMSPIDER 29081 NIL |kothari| 3563632432 NIL NIL); (PUBCHEM 31348 NIL |taltman| 3497976212 NIL NIL); (KNAPSACK C00007619 NIL |achi1| 3445698160 NIL NIL); (CHEBI 16947 NIL |taltman| 3452363554 NIL NIL); (LIGAND-CPD C00158 NIL |kr| 3346617699 NIL NIL); (CAS 77-92-9)	C(=O)([O-])CC(C(=O)[O-])(O)CC(=O)[O-]	citr; cit; citric acid; 2-hydroxy-1,2,3-propanetricarboxylic acid	['-']
CPD-14502	-	-	Diterpenes	-	steviolmonoside	-	(C 26);(H 39);(O 8)	(PUBCHEM 135398034 NIL |kothari| 3760047716 NIL NIL)	C=C1(C[C@@]35(C[C@@]1(O[C@@H]2(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O)2)CO))CC[C@@H]([C@]4(C)(CCC[C@](C([O-])=O)(C)[C@@H](CC3)4))5))	glucosilsteviol; 19-O-&beta-D-glucopyranosyl steviol	['-']
