ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
CPD-5441	-	-	Compounds	-	N-dimethylethanolamine phosphate	-	(C 4);(H 11);(N 1);(O 4);(P 1)	(ZINC ZINC000004654855 NIL |kothari| 3853423001 NIL NIL); (SEED cpd09444 NIL |kothari| 3788273832 NIL NIL); (HMDB HMDB60244 NIL |kothari| 3787939154 NIL NIL); (METANETX MNXM2261 NIL |kothari| 3787514191 NIL NIL); (REFMET N,N-dimethylethanolamine phosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 58641 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25201906 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C13482 NIL |kr| 3410284649 NIL NIL)	C[NH+](CCOP([O-])([O-])=O)C	N,N-dimethylethanolamine phosphate; dimethylethanolamine phosphate; P-DME	['-']
ACYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-8134	-	-	C28-Brassinosteroids	-	24-epi-campesterol	-	(C 28);(H 48);(O 1)	(ZINC ZINC000006569100 NIL |kothari| 3853423885 NIL NIL); (PUBCHEM 5283637 NIL |kothari| 3651883220 NIL NIL); (CHEBI 19809 NIL |caspi| 3627416860 NIL NIL)	CC(C)[C@@H](C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	ergost-5-en-3&beta-ol; (24S)-methylcholest-5-en-3&beta-ol; &Delta22-dihydrobrassicasterol; (24S)-24-methyl-5-cholestene-3&beta-ol; (3&beta)-ergost-5-en-3-ol	['-']
D-6-P-GLUCONO-DELTA-LACTONE	-	-	Compounds	-	6-phospho D-glucono-1,5-lactone	-	(C 6);(H 9);(O 9);(P 1)	(ZINC ZINC000004095593 NIL |kothari| 3853425154 NIL NIL); (REACTOME-CPD 31467 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00911 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM429 NIL |kothari| 3787514189 NIL NIL); (BIGG 6pgl NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57955 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01127 NIL |kothari| 3608602266 NIL NIL); (CHEBI 57955 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 46926335 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C01236 NIL |kr| 3346617699 NIL NIL); (CAS 2641-81-8)	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)C(=O)O1)	6-phosphogluconolactone; D-6-phosphoglucono-&delta-lactone; D-6-P-glucono-&delta-lactone; D-glucono-1,5-lactone 6-phosphate; D-glucono-&delta-lactone 6-phosphate; D-6-phospho-glucono-&delta-lactone	['-']
CPD-21340	-	-	TRANS-POLYISOPRENYL-PP	-	all-trans-nonaprenyl diphosphate	-	(C 45);(H 73);(O 7);(P 2)	(ZINC ZINC000008219108 NIL |kothari| 3853426257 NIL NIL); (PUBCHEM 25244603 NIL |taltman| 3466375284 NIL NIL); (CHEBI 58391 NIL |ong| 3523630741 NIL NIL); (CHEMSPIDER 4444250 NIL |hartmut| 3731409016 NIL NIL); (LIGAND-CPD C04145 NIL |hartmut| 3731409016 NIL NIL); (PUBCHEM 5280650 NIL |hartmut| 3731409016 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(OP(=O)([O-])[O-])(=O)[O-]	(hydroxy-(3,7,11,15,19,23,27,31,35-nonamethylhexatriaconta-2,6,10,14,18,22,26,30,34-nonaenoxy)phosphinoyl)oxyphosphonic acid; solanyl pyrophosphate; all-trans-nonaprenyl diphosphate; solanesyl pyrophosphate; solanesyl diphosphate	['-']
CPD-700	-	-	Delta5-Delta7-Steroids	-	ergosta-5,7,24(28)-trien-3&beta-ol	-	(C 28);(H 44);(O 1)	(SEED cpd14516 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM5738 NIL |kothari| 3787514193 NIL NIL); (CHEBI 52972 NIL |kothari| 3651889255 NIL NIL); (LIGAND-CPD C15780 NIL |kothari| 3651886278 NIL NIL); (PUBCHEM 10894570 NIL |kothari| 3651883220 NIL NIL); (HMDB HMDB06848 NIL |kothari| 3608602894 NIL NIL)	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@H]4(C2([C@@H]([C@]1(CC[C@H](O)CC/1=C\C=2)(C))CC[C@](C)34))))=C	5,7,24(28)-ergostatrienol; 5-dehydro episterol	['-']
CPD-409	-	Glycerolipids	Monoacylglycerols	Monoacylglycerol	2-acylglycerol	-	['-']	(SEED cpd01431 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM335 NIL |kothari| 3787514189 NIL NIL); (LIGAND-CPD C02112 NIL |kothari| 3494208011 NIL NIL); (CHEBI 17389 NIL |kothari| 3494206872 NIL NIL)	C(O)C(CO)OC(=O)[R]	2-monoglyceride; 2-glyceride; 2-MAG	['-']
THF-GLU-N	SUPER	-	All-Folates	-	tetrahydrofolate	-	['-']	(SEED cpd28218 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM13027 NIL |kothari| 3787514190 NIL NIL); (CHEBI 28624 NIL |kothari| 3780416719 NIL NIL); (PUBCHEM 25202940 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C03541 NIL |taltman| 3466371734 NIL NIL)	C([C@@H]1(NC2(\C(NC(/N)=N/C(\NC1)=2)=O)))NC3(\C=C/C(/C(N[C@H](C(=O)[O-])CCC([R])=O)=O)=C\C=3)	tetrahydropteroyl polyglutamate; THF(glu)n; H4PteGlun; tetrahydrofolate-glutamate; THF; THF polyglutamate	['-']
CPD-1301	THF-GLU-N	-	THF-GLU-N	-	tetrahydropteroyl tri-L-glutamate	-	(C 29);(H 33);(N 9);(O 12)	(METANETX MNXM2563 NIL |kothari| 3787514189 NIL NIL); (PUBCHEM 135398571 NIL |kothari| 3760047716 NIL NIL); (HMDB HMDB12290 NIL |kothari| 3608601636 NIL NIL); (CHEBI 58140 NIL |kothari| 3608037944 NIL NIL); (CHEMSPIDER 17625690 NIL |kothari| 3563631830 NIL NIL); (LIGAND-CPD C04144 NIL |butler| 3264184454 NIL NIL)	C([C@@H]1(NC2(\C(NC(/N)=N/C(\NC1)=2)=O)))NC3(\C=C/C(/C(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC([O-])=O)=O)=O)=O)=C\C=3)	H4PteGlu3	['-']
THF	THF-GLU-N	-	B-vitamins; THF-GLU-N	-	5,6,7,8-tetrahydrofolate	-	(C 19);(H 21);(N 7);(O 6)	(SEED cpd29254 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM79 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 135398649 NIL |kothari| 3760047716 NIL NIL); (BIGG thf NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57453 NIL |kothari| 3608997167 NIL NIL); (HMDB HMDB01846 NIL |kothari| 3608602059 NIL NIL); (CHEBI 57453 NIL |kothari| 3608044776 NIL NIL); (CAS 135-16-0 NIL |kr| 3346617701 NIL NIL); (LIGAND-CPD C00101 NIL |kr| 3346617701 NIL NIL); (CAS 29347-89-5)	C(NC1(\C=C/C(/C(=O)N[C@H](C(=O)[O-])CCC([O-])=O)=C\C=1))[C@H]2(CNC3(/N=C(N)\NC(=O)C(/N2)=3))	H4PteGlu; 5,6,7,8-tetrahydrofolic acid; tetrahydrofolic acid; (6S)-tetrahydrofolate; H4PteGlu1; tetrahydrofolate; tetrahydrafolate; tetrahydropteroyl mono-L-glutamate; THF; tetra-H-folate; th-folate; FH4; folate-H4; tetrahydropteroylglutamate; H4F; vitamin B9	['-']
METHYLENE-THF-GLU-N	-	-	THF-Derivatives	-	5,10-methylenetetrahydrofolate	-	['-']	(SEED cpd27449 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM162297 NIL |kothari| 3787514194 NIL NIL)	C3(NC4(/N=C(N)\NC(=O)C(/N2(CN(C1(\C=C/C(/C(=O)N[C@@H](CCC([R])=O)C([O-])=O)=C\C=1))C[C@@H]23))=4))	(-)CH2H4folate; (-)5,10-methylene-5,6,7,8-tetrahydrofolate; methylene-H4PteGlu(n); methylene-THF(glu)n; methylene-H4PteGlun; methylene-tetrahydropteroylpolyglutamates	['-']
CPD-12587	-	-	Polyisoprenyl-Monophosphates; TRANS-POLYISOPRENYL-P	-	(2E,6E)-farnesyl phosphate	-	(C 15);(H 25);(O 4);(P 1)	(ZINC ZINC000002556391 NIL |kothari| 3853422030 NIL NIL); (SEED cpd21354 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM4974 NIL |kothari| 3787514192 NIL NIL); (LIGAND-CPD C20121 NIL |kothari| 3787329138 NIL NIL); (CHEBI 88226 NIL |kothari| 3686585520 NIL NIL); (PUBCHEM 46926298 NIL |ong| 3523387880 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/COP([O-])([O-])=O	2,6,10-dodecatrien-1-ol, 3,7,11-trimethyl-, dihydrogen phosphate, (2E,6E)-; 2,6,10-dodecatrien-1-ol, 3,7,11-trimethyl-, dihydrogen phosphate, (E,E); (E,E)-farnesyl monophosphate; (E,E)-farnesyl phosphate; (trans, trans)-farnesyl monophosphate; 2-trans,-6-trans-farnesyl monophosphate; 2-trans,-6-trans-farnesyl phosphate	['-']
CDP	-	-	Pyrimidine-ribonucleosides-5-PP; Pyrimidines	-	CDP	-	(C 9);(H 12);(N 3);(O 11);(P 2)	(ZINC ZINC000008215624 NIL |kothari| 3853420594 NIL NIL); (SEED cpd00096 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM220 NIL |kothari| 3787514189 NIL NIL); (REFMET CDP NIL |midford| 3701443689 NIL NIL); (BIGG cdp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC58069 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01546 NIL |kothari| 3608602268 NIL NIL); (CHEMSPIDER 16740259 NIL |kothari| 3563631820 NIL NIL); (CHEBI 58069 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 20056867 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00112 NIL |kr| 3346617701 NIL NIL); (CAS 63-38-7)	C(OP(OP([O-])([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O)	cytidine-diphosphate; cytidine-5'-diphosphate	['-']
GAP	-	-	CPD0-2032	-	D-glyceraldehyde 3-phosphate	-	(C 3);(H 5);(O 6);(P 1)	(ZINC ZINC000003869936 NIL |kothari| 3853425433 NIL NIL); (REACTOME-CPD 29578 NIL |kothari| 3788282686 NIL NIL); (METANETX MNXM74 NIL |kothari| 3787514191 NIL NIL); (REFMET Glyceraldehyde-3-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG g3p NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB01112 NIL |kothari| 3608640738 NIL NIL); (LIGAND-CPD C00118 NIL |caspi| 3544383603 NIL NIL); (CAS 591-57-1 NIL |caspi| 3544383371 NIL NIL); (CHEBI 59776 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 24794350 NIL |taltman| 3466375285 NIL NIL)	C(=O)[C@H](O)COP(=O)([O-])[O-]	3-phosphoglyceraldehyde; D-glyceraldehyde-3-P; glyceraldehyde 3-phosphate; GAP; glyceraldehyde-phosphate; glyceraldehyde-P; glyceraldehyde-3-P; (2R)-2-hydroxy-3-(phosphooxy)-propanal; triose phosphate	['-']
RIBOSE-5P	SUPER	-	PENTOSE-5-PHOSPHATES	-	D-ribose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(ZINC ZINC000004096190 NIL |kothari| 3853426172 NIL NIL); (MEDIADB compounds/114/ NIL |midford| 3791153824 NIL NIL); (HMDB HMDB01548 NIL |kothari| 3608640744 NIL NIL); (LIGAND-CPD C00117 NIL |keseler| 3342801272 NIL NIL); (CAS 4300-28-1 NIL |keseler| 3342801272 NIL NIL)	C(=O)[C@H](O)[C@H](O)[C@@H](COP([O-])([O-])=O)O	D-ribose-5-phosphoric acid; ribose-5-phosphoric acid; ribose-5P; D-ribose-5-P; ribose-5-P; D-ribose 5'-phosphate	['-']
CPD-15317	RIBOSE-5P	-	RIBOSE-5P	-	D-ribofuranose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(PUBCHEM 24794349 NIL |kothari| 3824395572 NIL NIL); (CHEBI 78346 NIL |kothari| 3812304040 NIL NIL)	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)C(O)O1)	['-']	['-']
CPD-15895	RIBOSE-5P	-	RIBOSE-5P	-	aldehydo-D-ribose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(CHEBI 58273 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 21115541 NIL |kothari| 3641818092 NIL NIL)	C(=O)[C@H](O)[C@H](O)[C@@H](COP([O-])([O-])=O)O	keto-D-ribose 5-phosphate	['-']
3-HYDROXY-3-METHYL-GLUTARYL-COA	-	Fatty acyls	All-Coas	Acyl-Coenzyme A	(S)-3-hydroxy-3-methylglutaryl-CoA	HMG-CoA; HMG-ACoA	(C 27);(H 39);(N 7);(O 20);(P 3);(S 1)	(SEED cpd00292 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM197 NIL |kothari| 3787514194 NIL NIL); (PUBCHEM 5288565 NIL |kothari| 3641818093 NIL NIL); (HMDB HMDB01375 NIL |kothari| 3608602955 NIL NIL); (CHEBI 43074 NIL |kothari| 3608037945 NIL NIL); (LIGAND-CPD C00356 NIL |taltman| 3459474373 NIL NIL); (CAS 1553-55-5)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	3-hydroxy-3-methyl-glutaryl-CoA; hydroxymethylglutaryl-CoA; 3-hydroxy-3-methylglutaryl-coenzyme A; 3-Hydroxy-3-methylglutaryl-CoA	Coenzyme A, S-(hydrogen 3-hydroxy-3-methylpentanedioate)
CPD-3041	-	-	Chalcones	-	isoliquiritigenin	-	(C 15);(H 12);(O 4)	(ZINC ZINC000003869608 NIL |kothari| 3853422602 NIL NIL); (CHEBI 94010 NIL |kothari| 3824397868 NIL NIL); (SEED cpd05556 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM1430 NIL |kothari| 3787514190 NIL NIL); (REFMET Isoliquiritigenin NIL |midford| 3697479617 NIL NIL); (DRUGBANK DB03285 NIL |kothari| 3651932122 NIL NIL); (METABOLIGHTS MTBLC310312 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB37316 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 553829 NIL |kothari| 3563631549 NIL NIL); (PUBCHEM 638278 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C08650 NIL |kr| 3410284649 NIL NIL)	C2(/C=C(\C=C/C(/C=C/C(=O)C1(\C(\O)=C/C(/O)=C\C=1))=2)/O)	42'4'-trihydroxychalcone; 6'-deoxychalcone	['-']
CPD-177	-	Glycerophospholipids	Phosphoinositides	Phosphatidylinositolbisphosphate	1-phosphatidyl-1D-myo-inositol 3-phosphate	-	['-']	(SEED cpd12572 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM102 NIL |kothari| 3787514192 NIL NIL); (HMDB HMDB03850 NIL |kothari| 3608640729 NIL NIL); (CHEBI 17283 NIL |kothari| 3494163526 NIL NIL); (LIGAND-CPD C04549 NIL |kothari| 3494163526 NIL NIL)	C(OC(=O)[R1])[C@H](COP(=O)([O-])O[C@@H]1([C@H](O)[C@H](OP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@@H](O)1))OC(=O)[R2]	PtdIns3P	['-']
Trans-D2-decenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
GMP	-	-	All-Nucleosides; Purine-ribonucleosides-5-P	-	GMP	-	(C 10);(H 12);(N 5);(O 8);(P 1)	(ZINC ZINC000002159505 NIL |kothari| 3853425492 NIL NIL); (SEED cpd00126 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM113 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 135398630 NIL |kothari| 3760047716 NIL NIL); (REFMET GMP NIL |midford| 3701443689 NIL NIL); (BIGG gmp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC58115 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01397 NIL |kothari| 3608602605 NIL NIL); (CHEMSPIDER 1413162 NIL |kothari| 3563631535 NIL NIL); (CHEBI 58115 NIL |ong| 3523630741 NIL NIL); (LIGAND-CPD C00144 NIL |kr| 3346617701 NIL NIL); (CAS 85-32-5)	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)	guanylate; guanylic acid; guanosine phosphate; guanosine 5'-phosphate; guanosine monophosphate; guanosine-5'-monophosphate; guanine ribotide	['-']
COUMARATE	-	-	3-Aryl-Acrylates; Hydroxy-carboxylates; Phenylpropanoids	-	4-coumarate	-	(C 9);(H 7);(O 3)	(ZINC ZINC000000039811 NIL |kothari| 3853420650 NIL NIL); (SEED cpd00604 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM505 NIL |kothari| 3787514192 NIL NIL); (REFMET 4-Hydroxycinnamic acid NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC12876 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB02035 NIL |kothari| 3608602279 NIL NIL); (CHEBI 12876 NIL |kothari| 3608037944 NIL NIL); (CHEMSPIDER 4450678 NIL |kothari| 3563631752 NIL NIL); (PUBCHEM 54708745 NIL |ong| 3535722629 NIL NIL); (LIGAND-CPD C00811 NIL |kr| 3410284649 NIL NIL); (CAS 7400-08-0)	C(=O)([O-])/C=C/C1(\C=C/C(/O)=C\C=1)	4-hydroxycinnamate; 4-hydroxycinnamic acid; p-coumarate; trans-4-hydroxycinnamate; p-coumaric acid; trans-p-hydroxycinnamate; trans-4-coumarate; (2E)-3-(4-hydroxyphenyl)acrylate	(2E)-3-(4-hydroxyphenyl)prop-2-enoate
OLEATE-CPD	-	Fatty acyls	Long-Chain-234-Saturated-Fatty-Acids; Monounsaturated-fatty-acids; Omega-9-Fatty-Acids	Non-esterified fatty acid	oleate	18:1 n-9; 18:1&Delta9cis; C18:1 n-9; octadecenoate (n-C18:1)	(C 18);(H 33);(O 2)	(ZINC ZINC000006845860 NIL |kothari| 3853425970 NIL NIL); (MEDIADB compounds/659/ NIL |midford| 3791153825 NIL NIL); (SEED cpd00536 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM306 NIL |kothari| 3787514190 NIL NIL); (REFMET Oleic acid NIL |midford| 3701443689 NIL NIL); (BIGG ocdcea NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC30823 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00207 NIL |kothari| 3608601600 NIL NIL); (CHEMSPIDER 4573837 NIL |kothari| 3563632038 NIL NIL); (PUBCHEM 5460221 NIL |taltman| 3466375284 NIL NIL); (CHEBI 30823 NIL |taltman| 3452363583 NIL NIL); (LIGAND-CPD C00712 NIL |keseler| 3342473037 NIL NIL); (CAS 112-80-1)	CCCCCCCC\C=C/CCCCCCCC([O-])=O	oleic acid; (9Z)-octadec-9-enoate; (9Z)-octadecenoate; (9Z)-octadecenoic acid; (9Z)-octadec-9-enoic acid; (Z)-octadec-9-enoic acid; 18:1 n-9; 18:1&Delta9cis; C18:1 n-9; cis-9-octadecenoic acid; cis-&Delta9-octadecenoic acid; cis-oleic acid; octadec-9-enoic acid; octadecenoate (n-C18:1); 9-octadecenoic acid	['-']
CPD-17621	-	Fatty acyls	Long-Chain-Acyl-CoAs; Omega-Hydroxy-Long-Chain-Fatty-Acyl-Coa	Acyl-Coenzyme A	16-hydroxypalmitoyl-CoA	-	(C 37);(H 62);(N 7);(O 18);(P 3);(S 1)	(METANETX MNXM145650 NIL |kothari| 3787514192 NIL NIL); (CHEBI 84207 NIL |kothari| 3651889255 NIL NIL); (PUBCHEM 86583440 NIL |kothari| 3651883219 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCO)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	&omega-hydroxy-hexadecanoyl-coenzyme A; &omega-hydroxypalmitoyl-CoA; 16-hydroxy-hexadecanoyl-CoA	['-']
CPD-4126	-	-	Delta5-Delta7-Steroids	-	5-dehydroavenasterol	-	(C 29);(H 46);(O 1)	(SEED cpd14519 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM5551 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 44263331 NIL |kothari| 3686579210 NIL NIL); (CHEBI 80097 NIL |kothari| 3641835422 NIL NIL); (HMDB HMDB06852 NIL |kothari| 3608597114 NIL NIL); (LIGAND-CPD C15783 NIL |kr| 3410284650 NIL NIL)	C\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C2([C@@H]([C@@]1(C)(CC[C@H](O)CC/1=C\C=2))CC[C@](C)34))))/C(C)C	['-']	['-']
TRANS-D2-ENOYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
GLYCOLLATE	-	-	Monocarboxylates	-	glycolate	-	(C 2);(H 3);(O 3)	(ZINC ZINC000004658557 NIL |kothari| 3853425488 NIL NIL); (MEDIADB compounds/156/ NIL |midford| 3791153825 NIL NIL); (REACTOME-CPD 389822 NIL |kothari| 3788282686 NIL NIL); (METANETX MNXM222 NIL |kothari| 3787514193 NIL NIL); (REFMET Glycolic acid NIL |midford| 3701443689 NIL NIL); (BIGG glyclt NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC29805 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00115 NIL |kothari| 3608602643 NIL NIL); (DRUGBANK DB03085 NIL |kothari| 3594430436 NIL NIL); (CHEMSPIDER 4573887 NIL |kothari| 3563632035 NIL NIL); (PUBCHEM 5460308 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29805 NIL |taltman| 3452363600 NIL NIL); (LIGAND-CPD C00160 NIL |kaipa| 3311532623 NIL NIL); (CAS 79-14-1)	C(C(=O)[O-])O	hydroxyacetic acid; glycolic acid; glycollate	['-']
Palmitoleoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-oxo-cis-vaccenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CYCLOEUCALENOL	-	-	3-Beta-Hydroxysterols	-	cycloeucalenol	-	(C 30);(H 50);(O 1)	(ZINC ZINC000118915293 NIL |kothari| 3853425132 NIL NIL); (SEED cpd01451 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM3001 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 101690 NIL |kothari| 3780931552 NIL NIL); (CHEBI 16653 NIL |kothari| 3594051016 NIL NIL); (LIGAND-CPD C02141 NIL |sreddy| 3295643625 NIL NIL); (CAS 469-39-6)	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))))=C	['-']	['-']
CPD-12868	-	-	3-Oxosteroids	-	cycloeucalenone	-	(C 30);(H 48);(O 1)	(ZINC ZINC000118915250 NIL |kothari| 3853422172 NIL NIL); (LIGAND-CPD C22121 NIL |kothari| 3812303898 NIL NIL); (HMDB HMDB30507 NIL |kothari| 3787939155 NIL NIL); (METANETX MNXM11229 NIL |kothari| 3787514193 NIL NIL); (CHEBI 142915 NIL |kothari| 3780943053 NIL NIL); (PUBCHEM 21594790 NIL |kothari| 3780931551 NIL NIL); (CAS 1255-12-5 NIL |dreher| 3500231065 NIL NIL)	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)C(=O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))))=C	9,19-cyclo-5&alpha,9&beta-ergost-24(28)-en-3-one; 3H,19H-cyclopropa[9,10]cyclopenta[]phenanthrene; 4&alpha,14&alpha-dimethyl-9&beta,19-cyclo-ergost-24(241)-en-3-one	['-']
R-3-hydroxy-cis-vaccenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
cis-vaccen-2-enoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
PHYTOL	-	-	Long-Chain-Primary-Alcohols	-	phytol	-	(C 20);(H 40);(O 1)	(ZINC ZINC000003861087 NIL |kothari| 3853426057 NIL NIL); (SEED cpd00999 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM2712 NIL |kothari| 3787514193 NIL NIL); (REFMET Phytol NIL |midford| 3697479617 NIL NIL); (METABOLIGHTS MTBLC17327 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB02019 NIL |kothari| 3604149777 NIL NIL); (LIPID_MAPS LMPR0104010002 NIL |kothari| 3594492029 NIL NIL); (CHEMSPIDER 4444094 NIL |kothari| 3563632139 NIL NIL); (PUBCHEM 5280435 NIL |taltman| 3466375284 NIL NIL); (CHEBI 17327 NIL |taltman| 3452363466 NIL NIL); (LIGAND-CPD C01389 NIL |kr| 3410284649 NIL NIL)	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/CO	trans-phytol; (2E,7R,11R)-3,7,11,15-tetramethyl-2-hexadecen-1-ol	['-']
CPD-7025	-	-	Compounds	-	phytyl monophosphate	-	(C 20);(H 39);(O 4);(P 1)	(ZINC ZINC000059207077 NIL |kothari| 3853423308 NIL NIL); (SEED cpd24693 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM12689 NIL |kothari| 3787514190 NIL NIL); (LIGAND-CPD C20764 NIL |kothari| 3787329138 NIL NIL); (CHEBI 75483 NIL |kothari| 3594046691 NIL NIL); (PUBCHEM 25245113 NIL |taltman| 3466375284 NIL NIL)	CC(CCC[C@H](CCC[C@@H](C)CCCC(\C)=C/COP([O-])(=O)[O-])C)C	phytolmonophosphate	['-']
Beta-3-hydroxybutyryl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Acetoacetyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
