ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
CPD-649	-	Sphingolipids	Sphingoid-1-phosphates	Long-chain base	sphinganine 1-phosphate	-	(C 18);(H 39);(N 1);(O 5);(P 1)	(REFMET Sphinganine-1-phosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 57939 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 46878432 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC57939 NIL |kothari| 3609160997 NIL NIL); (HMDB HMDB01383 NIL |kothari| 3608601889 NIL NIL); (LIGAND-CPD C01120 NIL |taltman| 3459474373 NIL NIL)	CCCCCCCCCCCCCCC[C@H]([C@H](COP([O-])(=O)[O-])[NH3+])O	dihydrosphingosine 1-phosphate; DHS-1-P	['-']
RIBULOSE-5P	-	-	Ribulose-phosphates	-	D-ribulose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(REFMET Ribulose-5-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG ru5p__D NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC58121 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00618 NIL |kothari| 3608640777 NIL NIL); (CHEMSPIDER 20015724 NIL |kothari| 3563631809 NIL NIL); (CHEBI 58121 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21144996 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00199 NIL |kr| 3346617700 NIL NIL); (CAS 4151-19-3)	C([C@H]([C@H](C(CO)=O)O)O)OP([O-])([O-])=O	ribulose-5P; D-ribulose-5-P; ribulose-5-P	['-']
XYLULOSE-5-PHOSPHATE	-	-	PENTOSE-5-PHOSPHATES	-	D-xylulose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(REFMET Xylulose-5-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG xu5p__D NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57737 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00868 NIL |kothari| 3608601951 NIL NIL); (CHEMSPIDER 20015725 NIL |kothari| 3563632053 NIL NIL); (CHEBI 57737 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 5459820 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00231 NIL |kr| 3346617701 NIL NIL); (CAS 60802-29-1)	C(OP([O-])(=O)[O-])[C@@H](O)[C@H](O)C(=O)CO	xylulose 5-phosphate; xylulose-phosphate; D-xylulose-5-P; xylulose-P	['-']
PYRUVATE	-	-	2-Oxo-carboxylates; Short-Chain-Carboxylates	-	pyruvate	pyruvate	(C 3);(H 3);(O 3)	(REFMET Pyruvic acid NIL |midford| 3701443689 NIL NIL); (BIGG pyr NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC15361 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00243 NIL |kothari| 3608602957 NIL NIL); (CHEMSPIDER 96901 NIL |kothari| 3563632303 NIL NIL); (PUBCHEM 107735 NIL |taltman| 3466375285 NIL NIL); (KNAPSACK C00001200 NIL |achi1| 3445698172 NIL NIL); (CHEBI 15361 NIL |taltman| 3452363604 NIL NIL); (LIGAND-CPD C00022 NIL |kr| 3346617699 NIL NIL); (CAS 127-17-3); (UM-BBD-CPD c0159 NIL |kawakami| 3278871244 NIL NIL)	CC(=O)C(=O)[O-]	alpha-ketopropionic acid; BTS; &alpha-ketopropionic acid; acetylformic acid; pyroracemic acid; 2-oxopropanoic acid; pyruvic acid; 2-oxopropanoate; 2-oxo-propionic acid	['-']
Pyruvate-dehydrogenase-lipoate	-	-	Lipoyl-Protein-N6-lipoyllysine	-	[pyruvate dehydrogenase E2 protein] N6-lipoyl-L-lysine	-	['-']	(LIGAND-CPD C15972 NIL |kothari| 3515251916 NIL NIL)	C([[pyruvate dehydrogenase] lipoyl carrier component])C(=O)C(CCCCNC(CCCC[C@@H]1(SSCC1))=O)N[[pyruvate dehydrogenase] lipoyl carrier component]	['-']	['-']
Pyruvate-dehydrogenase-acetylDHlipoyl	-	-	Acylated-Dihydro-Lipoyl-Proteins-Lysine	-	[pyruvate dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine	-	['-']	(LIGAND-CPD C16255 NIL |paley| 3513948617 NIL NIL)	C([[pyruvate dehydrogenase] lipoyl carrier component])C(=O)[C@H](CCCCNC(CCCCC(S)CCSC(C)=O)=O)N[[pyruvate dehydrogenase] lipoyl carrier component]	[enzyme] N6-(S-acetyldihydrolipoyl)lysine	['-']
Saturated-Fatty-Acyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
B-KETOACYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-4211	-	-	Compounds	-	prenyl diphosphate	DMAPP	(C 5);(H 9);(O 7);(P 2)	(BIGG dmpp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57623 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01120 NIL |kothari| 3608602278 NIL NIL); (CHEMSPIDER 13115336 NIL |kothari| 3563631839 NIL NIL); (CHEBI 57623 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15983958 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00235 NIL |keseler| 3341251295 NIL NIL); (CAS 358-71-4 NIL |keseler| 3341251295 NIL NIL)	CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]	dimethylallyl-diphosphate; prenyl-diphosphate; &delta-prenyl diphosphate; &delta2-isopentenyl-diphosphate; 2-isopentenyl diphosphate; dimethylallyl diphosphate; DPP; di-CH3-allyl-PPi; dimethylallyl-PP; dimethylallyl-PPi; DMPP; dimethylallyl pyrophosphate	3-methylbut-2-en-1-yl diphosphate
HYDROXY-METHYL-BUTENYL-DIP	-	-	Compounds	-	(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate	-	(C 5);(H 9);(O 8);(P 2)	(BIGG h2mb4p NIL |kothari| 3661824225 NIL NIL); (CHEMSPIDER 10224038 NIL |kothari| 3563631798 NIL NIL); (CHEBI 128753 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21597501 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C11811 NIL |kr| 3346617698 NIL NIL)	CC(/CO)=C\COP(OP([O-])(=O)[O-])(=O)[O-]	(E)-4-hydroxy-3-methylbut 2-en-1-yl diphosphate; HMBDP; 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	['-']
CPD-10514	-	Fatty acyls	Epoxy-fatty-acids; Long-Chain-234-Saturated-Fatty-Acids	Non-esterified fatty acid	9,10-epoxystearate	-	(C 18);(H 33);(O 3)	(CHEBI 85195 NIL |kothari| 3641835422 NIL NIL); (CHEMSPIDER 14384798 NIL |kothari| 3563631821 NIL NIL); (PUBCHEM 19746553 NIL |taltman| 3466375284 NIL NIL)	CCCCCCCCC1(C(CCCCCCCC(=O)[O-])O1)	cis-9,10-epoxystearic acid; cis-3-octyloxirane octanoic acid; epoxyoleic acid; 9,10-epoxystearic acid; 9R,10S-epoxystearate	['-']
CPD-10515	-	Fatty acyls	IN-CHAIN-HYDROXY-FATTY-ACID; Long-Chain-234-Saturated-Fatty-Acids	Non-esterified fatty acid	(9R,10S)-dihydroxystearate	-	(C 18);(H 35);(O 4)	(PUBCHEM 25201835 NIL |kothari| 3641818093 NIL NIL)	CCCCCCCC[C@H](O)[C@H](O)CCCCCCCC([O-])=O	9,10-dihydroxystearate; (9R,10S)-9,10-dihydroxystearate	['-']
ETHANOL-AMINE	-	-	Compounds	-	ethanolamine	-	(C 2);(H 8);(N 1);(O 1)	(REFMET Ethanolamine NIL |midford| 3701443689 NIL NIL); (BIGG etha NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57603 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00149 NIL |kothari| 3608602275 NIL NIL); (CHEMSPIDER 392552 NIL |kothari| 3563631589 NIL NIL); (CHEBI 57603 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 444693 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00189 NIL |kaipa| 3311532624 NIL NIL); (CAS 141-43-5)	C(CO)[NH3+]	2-aminoethanol; monoethanolamine; colamine; ethanol-amine	['-']
CPD-5601	-	-	Compounds	-	N-monomethylethanolamine	-	(C 3);(H 10);(N 1);(O 1)	(CHEMSPIDER 5362336 NIL |kothari| 3563631953 NIL NIL); (PUBCHEM 6994314 NIL |taltman| 3466375284 NIL NIL)	C[NH2+]CCO	['-']	['-']
GERANYL-PP	-	-	Monoterpenyl-Diphosphates; Polyisoprenyl-Diphosphates	-	geranyl diphosphate	-	(C 10);(H 17);(O 7);(P 2)	(BIGG grdp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC58057 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01285 NIL |kothari| 3608602019 NIL NIL); (CHEMSPIDER 14211068 NIL |kothari| 3563631813 NIL NIL); (CHEBI 58057 NIL |caspi| 3538250814 NIL NIL); (KNAPSACK C00000846 NIL |achi1| 3445698168 NIL NIL); (PUBCHEM 19379894 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00341 NIL |kr| 3346617699 NIL NIL)	CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O	geranyl-diphosphate; geranyl-pyrophosphate; GPP; geranyl-PP; geranyl pyrophosphate; &omega,E-geranyl diphosphate	['-']
DELTA3-ISOPENTENYL-PP	-	-	Compounds	-	isopentenyl diphosphate	IPP	(C 5);(H 9);(O 7);(P 2)	(REFMET Isopentenyl-diphosphate NIL |midford| 3701443689 NIL NIL); (BIGG ipdp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC128769 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01347 NIL |kothari| 3608602897 NIL NIL); (CHEMSPIDER 13115335 NIL |kothari| 3563631839 NIL NIL); (CHEBI 128769 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15983957 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00129 NIL |keseler| 3341251572 NIL NIL)	C=C(C)CCOP([O-])(=O)OP([O-])(=O)[O-]	isopentenyl-pp; isopentenyl pyrophosphate; &delta(3)-isopentenyl-PP; &Delta3-isopentenyl-PP; 3-methylbut-3-enyl diphosphate; 3-methylbut-3-enyl pyrophosphate	['-']
FARNESYL-PP	-	-	Methyl-Branched-Lipids; Sesquiterpenes; TRANS-POLYISOPRENYL-PP	-	(2E,6E)-farnesyl diphosphate	-	(C 15);(H 25);(O 7);(P 2)	(BIGG frdp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC175763 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00961 NIL |kothari| 3608602183 NIL NIL); (CHEMSPIDER 11633047 NIL |kothari| 3563631839 NIL NIL); (CHEBI 175763 NIL |taltman| 3498180761 NIL NIL); (KNAPSACK C00007268 NIL |achi1| 3445698166 NIL NIL); (PUBCHEM 15983959 NIL |taltman| 3451921010 NIL NIL); (LIGAND-CPD C00448 NIL |keseler| 3341251944 NIL NIL); (CAS 13058-04-3)	CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-]	2-trans,6-trans-farnesyl diphosphate; 2-trans,6-trans-farnesyl diphosphate; FPP; trans, trans-farnesyl diphosphate; farnesyl-PP; farnesyl pyrophosphate; &omega,E,E-farnesyl diphosphate; farnesyl diphosphate; (E,E)-farnesyl diphosphate; all-trans-farnesyl diphosphate; C15-PP	['-']
PPI	-	-	Polyphosphates	-	diphosphate	-	(H 1);(O 7);(P 2)	(BIGG 33511 NIL |kothari| 3584718837 NIL NIL); (BIGG ppi NIL |kothari| 3661824225 NIL NIL); (CHEBI 29888 NIL |kothari| 3619448395 NIL NIL); (METABOLIGHTS MTBLC33019 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00250 NIL |kothari| 3608602249 NIL NIL); (DRUGBANK DB04160 NIL |kothari| 3594430422 NIL NIL); (CHEMSPIDER 996 NIL |kothari| 3563632853 NIL NIL); (PUBCHEM 1023 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00013 NIL |kr| 3346617701 NIL NIL); (CAS 2466-09-3)	O=P(O)(OP([O-])([O-])=O)[O-]	PPi; PP; pyrophosphate	['-']
DIHYDROXY-ACETONE-PHOSPHATE	-	-	Sugar-Phosphate	-	glycerone phosphate	DHAP	(C 3);(H 5);(O 6);(P 1)	(REFMET Dihydroxyacetone phosphate NIL |midford| 3701443689 NIL NIL); (BIGG dhap NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57642 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01473 NIL |kothari| 3608601957 NIL NIL); (CHEMSPIDER 3833110 NIL |kothari| 3563632157 NIL NIL); (CHEBI 57642 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 4643300 NIL |taltman| 3451921010 NIL NIL); (LIGAND-CPD C00111 NIL |kr| 3346617700 NIL NIL); (CAS 57-04-5)	C(C(=O)CO)OP([O-])([O-])=O	dihydroxyacetone phosphate; dihydroxyacetone-P; di-OH-acetone-P; dihydroxy-acetone phosphate; 3-hydroxy-2-oxopropyl phosphate	['-']
ERYTHROSE-4P	-	-	Sugar-Phosphate	-	D-erythrose 4-phosphate	-	(C 4);(H 7);(O 7);(P 1)	(REFMET Erythrose 4-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG e4p NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16897 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01321 NIL |kothari| 3608602148 NIL NIL); (CHEMSPIDER 4573609 NIL |kothari| 3563632052 NIL NIL); (CHEBI 16897 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5459862 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00279 NIL |kr| 3346617699 NIL NIL); (CAS 585-18-2)	C([C@@H]([C@@H](COP([O-])([O-])=O)O)O)=O	erythrose-4P; threose 4-phosphate; erythrose-4-phosphate; erythrose-4-P; D-erythrose-4-P	['-']
P-COUMAROYL-COA	-	Fatty acyls	3-Aryl-Acryloyl-CoAs; Phenylpropanoids	Acyl-Coenzyme A	(E)-4-coumaroyl-CoA	-	(C 30);(H 38);(N 7);(O 18);(P 3);(S 1)	(PUBCHEM 45266584 NIL |kothari| 3641818093 NIL NIL); (HMDB HMDB60153 NIL |kothari| 3608638434 NIL NIL); (LIGAND-CPD C00223 NIL |taltman| 3459474373 NIL NIL); (CHEBI 15499)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]	p-coumaroyl-CoA; 4-hydroxycinnamoyl-CoA; 4-coumaryl-CoA; p-coumaryl-CoA; 4-coumaroyl-CoA; trans-4-coumaroyl-CoA	['-']
CPD-14010	-	Fatty acyls	All-Coas	Acyl-Coenzyme A	2,4-dihydroxycinnamoyl-CoA	-	(C 30);(H 38);(N 7);(O 19);(P 3);(S 1)	(CHEBI 142398 NIL |kothari| 3760050701 NIL NIL); (PUBCHEM 90657794 NIL |kothari| 3641818092 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C(O)=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]	2,4-dihydroxycinnamoyl-CoA; (E)-3-(2,4-dihydroxyphenyl)-prop-2-enoyl-CoA	['-']
CPD1F-90	SUPER	-	Flavones; Flavonols	-	kaempferol	-	(C 15);(H 9);(O 6)	(HMDB HMDB05801 NIL |kothari| 3608601646 NIL NIL); (CHEBI 58573 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25202062 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C05903 NIL |kr| 3410284650 NIL NIL)	C3(/C=C(\C=C/C(/C1(/OC2(/C=C(/C=C(C(\C(C(/[O-])=1)=O)=2)/O)/O)))=3)/O)	['-']	['-']
CPD-520	SUPER	-	Phytoestrogens; 3prime-Hydroxy-Flavones; Flavonols; Pentahydroxyflavones	-	quercetin	-	(C 15);(H 9);(O 7)	(REFMET Quercetin NIL |midford| 3701443689 NIL NIL); (HMDB HMDB05794 NIL |kothari| 3608602420 NIL NIL); (CHEBI 57694 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 46906036 NIL |ong| 3523387880 NIL NIL); (|Wikipedia| Quercetin NIL |caspi| 3496092874 NIL NIL); (CAS 117-39-5); (NCI 9219); (LIGAND-CPD C00389 NIL |taltman| 3459474374 NIL NIL)	C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/[O-])=1)=2)/O)/O)))=3)/O)	3,5,7,3',4'-pentahydroxyflavone; 3,5,7,3',4'-pentahydroflavone	['-']
CIS-ACONITATE	-	-	Tricarboxylates	-	cis-aconitate	-	(C 6);(H 3);(O 6)	(REFMET Cis-Aconitic acid NIL |midford| 3701443689 NIL NIL); (BIGG acon_C NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC16383 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00072 NIL |kothari| 3608601984 NIL NIL); (CHEMSPIDER 4573582 NIL |kothari| 3563632053 NIL NIL); (KNAPSACK C00001177 NIL |achi1| 3445698160 NIL NIL); (PUBCHEM 5459816 NIL |taltman| 3466375285 NIL NIL); (CHEBI 16383 NIL |taltman| 3452363559 NIL NIL); (LIGAND-CPD C00417 NIL |kr| 3410284649 NIL NIL); (CAS 585-84-2)	C([O-])(=O)C(/CC(=O)[O-])=C/C(=O)[O-]	(Z)-prop-1-ene-1,2,3-tricarboxylate; cis-aconitic acid	['-']
THREO-DS-ISO-CITRATE	-	-	Isocitrate	-	D-threo-isocitrate	-	(C 6);(H 5);(O 7)	(REFMET Isocitric acid NIL |midford| 3701443689 NIL NIL); (BIGG icit NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC15562 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01874 NIL |kothari| 3608602005 NIL NIL); (CHEMSPIDER 4573553 NIL |kothari| 3563632056 NIL NIL); (LIGAND-CPD C00451 NIL |kothari| 3492541244 NIL NIL); (KNAPSACK C00001188 NIL |achi1| 3445698173 NIL NIL); (CAS 320-77-4); (CAS 30810-51-6 NIL |kr| 3346617700 NIL NIL); (PUBCHEM 5459771 NIL |taltman| 3466375284 NIL NIL); (CHEBI 15562 NIL |taltman| 3452363561 NIL NIL)	C(=O)([C@@H](CC([O-])=O)[C@@H](O)C([O-])=O)[O-]	D-threo-isocitrate; (1R, 2S)-1-hydroxypropane-1,2,3-tricarboxylate; D-threo-isocitric acid; isocitric acid; isocitrate; threo-Ds-isocitrate; I-CIT; D-isocitrate	['-']
AMMONIUM	-	-	Monovalent-Inorganic-Cations	-	ammonium	-	(H 4);(N 1)	(BIGG nh4 NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC28938 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB41827 NIL |kothari| 3608597114 NIL NIL); (CHEBI 28938 NIL |kothari| 3594046689 NIL NIL); (CHEMSPIDER 218 NIL |kothari| 3563632959 NIL NIL); (PUBCHEM 223 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C01342 NIL |kr| 3346617701 NIL NIL); (CAS 14798-03-9)	[NH4+]	NH4+	['-']
GLT	-	-	Amino-Acids-20; Glutamates; L-Amino-Acids; Negatively-charged-polar-amino-acids	-	L-glutamate	glu	(C 5);(H 8);(N 1);(O 4)	(REFMET Glutamic acid NIL |midford| 3701443689 NIL NIL); (BIGG glu__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC29985 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00148 NIL |kothari| 3608601804 NIL NIL); (CHEMSPIDER 4573882 NIL |kothari| 3563632036 NIL NIL); (PUBCHEM 5460299 NIL |taltman| 3466375284 NIL NIL); (KNAPSACK C00001358 NIL |achi1| 3445698168 NIL NIL); (CHEBI 29985 NIL |taltman| 3452363479 NIL NIL); (LIGAND-CPD C00025 NIL |keseler| 3341253891 NIL NIL); (CAS 56-86-0)	C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O	1-amino-propane-1,3-dicarboxylic acid; glutacid; glutaminic acid; L-glutamic acid; &alpha-aminoglutaric acid; E; glt; glut; L-glu; 2-aminopentanedioic acid	['-']
GLN	-	-	Amino-Acids-20; L-Amino-Acids; Neutral-Amino-Acids; Uncharged-polar-amino-acids	-	L-glutamine	gln	(C 5);(H 10);(N 2);(O 3)	(REFMET Glutamine NIL |midford| 3697479617 NIL NIL); (BIGG gln__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC58359 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00641 NIL |kothari| 3608597114 NIL NIL); (CHEBI 58359 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 6992086 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00064 NIL |kaipa| 3311532639 NIL NIL); (CAS 56-85-9 NIL |keseler| 3341253091 NIL NIL)	C(=O)(N)CC[C@H]([NH3+])C([O-])=O	Q; proglumide; glum; glutamine; glumin; 2-aminoglutaramic acid; glutamic acid 5-amide; L-gln	['-']
CONIFERYL-ALCOHOL	-	-	Methoxybenzenes; Phenylpropanoids	-	coniferyl alcohol	-	(C 10);(H 12);(O 3)	(REFMET Coniferyl alcohol NIL |midford| 3697479617 NIL NIL); (METABOLIGHTS MTBLC17745 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB12915 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 1266063 NIL |kothari| 3563631539 NIL NIL); (PUBCHEM 1549095 NIL |taltman| 3466375284 NIL NIL); (CHEBI 17745 NIL |taltman| 3452363454 NIL NIL); (LIGAND-CPD C00590 NIL |kr| 3410284649 NIL NIL); (CAS 458-35-5)	COC1(\C(\O)=C/C=C(/C=C/CO)/C=1)	4-hydroxy-3-methoxycinnamyl alcohol; 3-(4-hydroxy-3-methoxyphenyl)-2-propen-1-ol; 4-(3-hydroxy-1-propenyl)-2-methoxyphenol; &gamma-hydroxyisoeugenol; coniferol; E-coniferyl alcohol	['-']
ACETYL-COA	-	Fatty acyls	All-Coas	Acyl-Coenzyme A	acetyl-CoA	-	(C 23);(H 34);(N 7);(O 17);(P 3);(S 1)	(BIGG 33558 NIL |kothari| 3584718837 NIL NIL); (REFMET Acetyl-CoA NIL |midford| 3701443689 NIL NIL); (BIGG accoa NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57288 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01206 NIL |kothari| 3608602315 NIL NIL); (CHEBI 57288 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 45266541 NIL |ong| 3523387880 NIL NIL); (KNAPSACK C00007259 NIL |achi1| 3445698159 NIL NIL); (CAS 72-89-9); (UM-BBD-CPD c0031 NIL |kawakami| 3278884159 NIL NIL); (LIGAND-CPD C00024 NIL |kawakami| 3276028395 NIL NIL)	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	acetyl coenzyme-A; ac-CoA; acetylcoenzyme-A; acetyl-S-CoA; ac-S-CoA	['-']
CPD-9875	-	-	Coniferyl-Esters; Secondary-Metabolites	-	coniferyl acetate	-	(C 12);(H 14);(O 4)	(METABOLIGHTS MTBLC47905 NIL |kothari| 3608991478 NIL NIL); (LIGAND-CPD C20225 NIL |kothari| 3587485073 NIL NIL); (CHEMSPIDER 10380227 NIL |kothari| 3563631850 NIL NIL); (PUBCHEM 12835430 NIL |taltman| 3466375284 NIL NIL); (CHEBI 47905 NIL |taltman| 3452362993 NIL NIL)	CC(OC/C=C/C1(\C=C/C(/O)=C(C=1)/OC))=O	['-']	['-']
CPD-2190	-	Glycerolipids	Monogalactosyldiacylglycerols-34-6	Monohexosyldiacylglycerol	1-18:3-2-16:3-monogalactosyldiacylglycerol	18:3-16:3-MGDG	(C 43);(H 70);(O 10)	(CHEBI 90552 NIL |kothari| 3686585520 NIL NIL); (PUBCHEM 90659307 NIL |kothari| 3641818092 NIL NIL); (CHEMSPIDER 10477392 NIL |kothari| 3563631793 NIL NIL)	CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/C\C=C/CC)=O)=O	18:3-16:3-MGDG; 1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-6228	-	-	Gibberellins	-	gibberellin A14	-	(C 20);(H 26);(O 5)	(LIPID_MAPS LMPR0104170015 NIL |kothari| 3594492047 NIL NIL); (CHEBI 29588 NIL |kothari| 3594051757 NIL NIL); (PUBCHEM 25244039 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C11858 NIL |kr| 3410284649 NIL NIL)	C=C1([C@H]2(C[C@]3(C1)([C@H]([C@@H]4([C@@](C)([C@@H](O)CC[C@@](C)([C@@H](CC2)3)4)C(=O)[O-]))C([O-])=O)))	GA14; GA14	['-']
Oxidized-Plastocyanins	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Light	-	-	Pseudo-Compounds	-	h&nu	-	['-']	(LIGAND-CPD C00205 NIL |qwan| 3371497723 NIL NIL)	['-']	light; photon	['-']
Plastocyanin-Reduced	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	-	-	CDP-SUGARS; Sugar-Phosphate	-	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	-	(C 14);(H 22);(N 3);(O 17);(P 3)	(BIGG 2p4c2me NIL |kothari| 3661824226 NIL NIL); (CHEBI 57919 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 46878430 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C11436 NIL |taltman| 3459474374 NIL NIL)	C[C@](OP([O-])([O-])=O)(CO)[C@H](O)COP(OP([O-])(=O)OC[C@@H]2([C@H]([C@@H](O)[C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O))([O-])=O	CDP-ME-2P; CDP-methyl-D-erylthritol 2-phosphate; 4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate; 4-diphosphocytidyl-2-C-methylerythritol 2-phosphate	['-']
