ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
CPD-8075	-	Glycerolipids	Monogalactosyldiacylglycerols-34-3	Monohexosyldiacylglycerol	1-18:2-2-16:1-monogalactosyldiacylglycerol	18:2-16:1-MGDG	(C 43);(H 76);(O 10)	(PUBCHEM 91820596 NIL |kothari| 3651883220 NIL NIL)	CCCCC\C=C/C/C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/CCCCCCCC)=O)=O	18:2-16:1-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
2R-HYDROPEROXY-FATTY-ACIDS	-	Fatty acyls	Hydroperoxy-Fatty-Acids	Non-esterified fatty acid	(2R)-2-hydroperoxyfatty acid	NEFA-miss	['-']	-	[C@@H]([R])(OO)C(=O)[O-]	['-']	['-']
Fatty-Aldehydes	SUPER	-	Aldehydes	-	fatty aldehyde	-	['-']	-	C(=O)[R]	['-']	['-']
Long-Chain-Aldehydes	Fatty-Aldehydes; Long-chain-alcohols	-	Fatty-Aldehydes	-	long-chain fatty aldehyde	-	['-']	(LIGAND-CPD C00609 NIL |kothari| 3499014037 NIL NIL)	C(CCCCCCCCCCCC=O)[R]	long-chain fatty aldehyde	['-']
Medium-Chain-Aldehydes	Fatty-Aldehydes	-	Fatty-Aldehydes	-	medium-chain fatty aldehyde	-	['-']	-	C([R])=O	medium-chain fatty aldehyde	['-']
2-Me-Branched-234-Sat-FALD	Fatty-Aldehydes	-	Fatty-Aldehydes	-	2-methyl branched 2,3,4-saturated fatty aldehyde	-	['-']	-	C([R])CC(C)C=O	['-']	['-']
Very-Long-Chain-Aldehydes	Fatty-Aldehydes	-	Fatty-Aldehydes	-	very-long-chain fatty aldehyde	-	['-']	-	C(CCCCCCCCCCCCCCCCCCCCCC=O)[R]	very-long-chain fatty aldehyde	['-']
CPD-17640	-	Fatty acyls	Omega-Hydroxy-long-Chain-Fatty-Acid	Non-esterified fatty acid	18-hydroxystearate	-	(C 18);(H 35);(O 3)	(CHEBI 86046 NIL |kothari| 3651889255 NIL NIL); (PUBCHEM 21891501 NIL |kothari| 3651883219 NIL NIL)	C(O)CCCCCCCCCCCCCCCCC([O-])=O	18-hydroxyoctadecanoate; 18-hydroxyoctadecanoic acid; 18-hydroxystearic acid	['-']
CPD-17641	-	Fatty acyls	Omega-Hydroxy-Long-Chain-Fatty-Acyl-Coa	Acyl-Coenzyme A	18-hydroxystearoyl-CoA	-	(C 39);(H 66);(N 7);(O 18);(P 3);(S 1)	(PUBCHEM 91819832 NIL |kothari| 3651883219 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCO)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	&omega-hydroxy-octadecanoyl-coenzyme A; &omega-hydroxystearoyl-CoA; 18-hydroxy-octadecanoyl-CoA	['-']
AMP	-	-	Purine-ribonucleosides-5-P	-	AMP	-	(C 10);(H 12);(N 5);(O 7);(P 1)	(REFMET AMP NIL |midford| 3701443689 NIL NIL); (BIGG amp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC456215 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00045 NIL |kothari| 3594494378 NIL NIL); (CHEMSPIDER 10239183 NIL |kothari| 3563631842 NIL NIL); (CHEBI 456215 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15938965 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00020 NIL |kr| 3346617700 NIL NIL); (CAS 61-19-8); (NCI 20264)	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O	5'-AMP; adenosine-monophosphate; adenylic acid; adenosine 5'-phosphate; adenosine 5'-monophosphate; adenylate; 5'-adenylic acid; 5'-adenosine monophosphate	['-']
CPD-8082	-	Glycerolipids	Digalactosyldiacylglycerols-36-4	Dihexosyldiacylglycerol	1-18:2-2-18:2-digalactosyldiacylglycerol	18:2-18:2-DGDG	(C 51);(H 88);(O 15)	(PUBCHEM 90657438 NIL |kothari| 3641818093 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]2(O[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)[C@H](O)[C@@H](O)2))OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)=O	18:2-18:2-DGDG; 1,2-(9Z,12Z-octadecadienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol	['-']
CPD-8084	-	Glycerolipids	Digalactosyldiacylglycerols-36-5	Dihexosyldiacylglycerol	1-18:3-2-18:2-digalactosyldiacylglycerol	18:3-18:2-DGDG	(C 51);(H 86);(O 15)	(PUBCHEM 91820552 NIL |kothari| 3651883220 NIL NIL)	CC\C=C/C\C=C/C/C=C/CCCCCCCC(OC[C@H](CO[C@@H]2(O[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)[C@H](O)[C@@H](O)2))OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)=O	18:3-18:2-DGDG	['-']
CPD-20051	-	-	S-Substituted-Glutathione	-	(E)-1-(glutathion-S-yl)-N-hydroxy-2-(4-hydroxyphenyl)ethan-1-imine	-	(C 18);(H 23);(N 4);(O 8);(S 1)	(PUBCHEM 129320331 NIL |kothari| 3716212929 NIL NIL)	C(SC(/CC1(\C=C/C(/O)=C\C=1))=N/O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O	['-']	['-']
CPD-20052	-	-	CPD-6262	-	(E)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-2-(4-hydroxyphenyl)ethan-1-imine	-	(C 13);(H 17);(N 3);(O 5);(S 1)	(PUBCHEM 129320479 NIL |kothari| 3716212929 NIL NIL)	C(SC(/CC1(\C=C/C(/O)=C\C=1))=N/O)[C@H]([NH3+])C(=O)NCC(=O)[O-]	['-']	['-']
GLT	SUPER	-	Amino-Acids-20; Glutamates; L-Amino-Acids; Negatively-charged-polar-amino-acids	-	L-glutamate	glu	(C 5);(H 8);(N 1);(O 4)	(REFMET Glutamic acid NIL |midford| 3701443689 NIL NIL); (BIGG glu__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC29985 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00148 NIL |kothari| 3608601804 NIL NIL); (CHEMSPIDER 4573882 NIL |kothari| 3563632036 NIL NIL); (PUBCHEM 5460299 NIL |taltman| 3466375284 NIL NIL); (KNAPSACK C00001358 NIL |achi1| 3445698168 NIL NIL); (CHEBI 29985 NIL |taltman| 3452363479 NIL NIL); (LIGAND-CPD C00025 NIL |keseler| 3341253891 NIL NIL); (CAS 56-86-0)	C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O	1-amino-propane-1,3-dicarboxylic acid; glutacid; glutaminic acid; L-glutamic acid; &alpha-aminoglutaric acid; E; glt; glut; L-glu; 2-aminopentanedioic acid	['-']
GLN	Amino-Acids-20	-	Amino-Acids-20; L-Amino-Acids; Neutral-Amino-Acids; Uncharged-polar-amino-acids	-	L-glutamine	gln	(C 5);(H 10);(N 2);(O 3)	(REFMET Glutamine NIL |midford| 3697479617 NIL NIL); (BIGG gln__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC58359 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00641 NIL |kothari| 3608597114 NIL NIL); (CHEBI 58359 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 6992086 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00064 NIL |kaipa| 3311532639 NIL NIL); (CAS 56-85-9 NIL |keseler| 3341253091 NIL NIL)	C(=O)(N)CC[C@H]([NH3+])C([O-])=O	Q; proglumide; glum; glutamine; glumin; 2-aminoglutaramic acid; glutamic acid 5-amide; L-gln	['-']
CPD-638	-	-	Gibberellins	-	gibberellin A44 (closed lactone form)	GA44	(C 20);(H 25);(O 5)	(PUBCHEM 25200926 NIL |kothari| 3651883220 NIL NIL); (CHEBI 58554 NIL |taltman| 3498180761 NIL NIL); (LIGAND-CPD C12308 NIL |kothari| 3474470370 NIL NIL)	C=C1([C@@]3(O)(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)OC[C@](CCC2)([C@@H](CC3)4)5)(C)))C([O-])=O)))	GA44 (closed lactone form); GA44; GA44 (closed lactone form); gibberellin A44; gibberellin A44; GA44 open lactone form; GA44 free alcohol form; gibberellin A44 free alcohol form	['-']
CPD-885	-	-	Gibberellins	-	gibberellin A98	-	(C 20);(H 27);(O 5)	(PUBCHEM 91819760 NIL |kothari| 3651883220 NIL NIL)	C=C1([C@H]2(C[C@]3(C1)([C@H]([C@@H]4([C@@](C)(C[C@@H](O)C[C@@](CO)([C@@H](CC2)3)4)C=O))C([O-])=O)))	GA98; GA98	['-']
CPD-8073	-	Glycerolipids	Monogalactosyldiacylglycerols-34-2	Monohexosyldiacylglycerol	1-18:2-2-16:0-monogalactosyldiacylglycerol	18:2-16:0-MGDG	(C 43);(H 78);(O 10)	(PUBCHEM 44593355 NIL |kothari| 3641818092 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCCCCCCCCCCCC)=O)=O	18:2-16:0-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPDQT-274	-	-	Compounds	-	4-hydroxybutylglucosinolate	-	(C 11);(H 20);(N 1);(O 10);(S 2)	(PUBCHEM 44237251 NIL |taltman| 3466375284 NIL NIL); (KNAPSACK C00007342 NIL |rleitao| 3434295816 NIL NIL)	C(O)CCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-]	&beta-D-glucopyranose, 1-thio-, 1-[5-hydroxy-N-(sulfooxy)pentanimidate]	['-']
CPD-12422	-	-	Compounds	-	4-sinapoyloxybutylglucosinolate	-	(C 22);(H 30);(N 1);(O 14);(S 2)	(PUBCHEM 46173533 NIL |taltman| 3497976212 NIL NIL)	COC2(/C=C(/C=C/C(OCCCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-])=O)/C=C(C(\O)=2)/OC)	['-']	['-']
CPD-14553	-	-	Alpha-D-Galactosides; UDP-sugar	-	UDP-&alpha-D-galactose	-	(C 15);(H 22);(N 2);(O 17);(P 2)	(BIGG 33675 NIL |kothari| 3584718837 NIL NIL); (BIGG udpgal NIL |kothari| 3661824226 NIL NIL); (CHEBI 66914 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 9549262 NIL |kothari| 3641818092 NIL NIL); (METABOLIGHTS MTBLC66914 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00302 NIL |kothari| 3608602439 NIL NIL); (CHEMSPIDER 17069 NIL |kothari| 3573843430 NIL NIL); (CAS 2956-16-3); (LIGAND-CPD C00052 NIL |kr| 3346617700 NIL NIL)	C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O)	UDP-&alpha-D-galactopyranose; UDP-galactose	['-']
L-ASPARTATE	Amino-Acids-20	-	Amino-Acids-20; C4-dicarboxylates; L-Amino-Acids; Negatively-charged-polar-amino-acids	-	L-aspartate	asp	(C 4);(H 6);(N 1);(O 4)	(REFMET Aspartic acid NIL |midford| 3701443689 NIL NIL); (BIGG asp__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC29991 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00191 NIL |kothari| 3608602216 NIL NIL); (CHEMSPIDER 4573879 NIL |kothari| 3563632036 NIL NIL); (CHEBI 29991 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5460294 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00049 NIL |kr| 3346617701 NIL NIL); (CAS 56-84-8)	C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-]	L-aspartic acid; aspartic acid; D; aspartate; L-asp	['-']
OXALACETIC_ACID	-	-	C4-dicarboxylates	-	oxaloacetate	-	(C 4);(H 2);(O 5)	(REFMET Oxaloacetic acid NIL |midford| 3701443689 NIL NIL); (BIGG oaa NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC16452 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00223 NIL |kothari| 3608601791 NIL NIL); (CHEMSPIDER 144251 NIL |kothari| 3563632246 NIL NIL); (PUBCHEM 164550 NIL |taltman| 3466375284 NIL NIL); (CHEBI 16452 NIL |taltman| 3452363347 NIL NIL); (LIGAND-CPD C00036 NIL |kaipa| 3311532642 NIL NIL); (CAS 328-42-7)	C(C([O-])=O)C(=O)C([O-])=O	keto-oxaloacetate; oxaloacetic acid; oxalacetic acid; oxalacetate	['-']
L-ALPHA-ALANINE	Amino-Acids-20	-	Amino-Acids-20; L-Amino-Acids; Neutral-Amino-Acids; Non-polar-amino-acids	-	L-alanine	ala	(C 3);(H 7);(N 1);(O 2)	(REFMET Alanine NIL |midford| 3697479617 NIL NIL); (BIGG ala__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57972 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00161 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57972 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 7311724 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00041 NIL |kaipa| 3311532638 NIL NIL); (CAS 56-41-7)	C[C@H]([NH3+])C([O-])=O	alanine; L-&alpha-alanine; ala	['-']
CPD-12024	-	-	Methylated-Amino-Acids	-	Se-methyl-L-selenocysteine	-	(C 4);(H 9);(N 1);(O 2);(SE 1)	(CHEBI 58531 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 45266674 NIL |kothari| 3641818092 NIL NIL); (METABOLIGHTS MTBLC27812 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB04113 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 129633 NIL |kothari| 3563632270 NIL NIL); (LIGAND-CPD C05689 NIL |ong| 3523630070 NIL NIL)	C[Se]C[C@H]([NH3+])C([O-])=O	methylselenocysteine; Se-methylselenocysteine; selenomethylselenocysteine	['-']
CPD-12006	-	-	Compounds	-	dimethyl diselenide	-	(C 2);(H 6);(SE 2)	(HMDB HMDB33208 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 21967 NIL |kothari| 3563632461 NIL NIL); (PUBCHEM 23496 NIL |anuradha| 3468597134 NIL NIL)	C[Se][Se]C	methyl diselenide; dimethyldiselenide	['-']
CPD-12397	-	-	CPD-19475	-	(E)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-&omega-(methylsulfanyl)hexan-1-imine	-	(C 12);(H 23);(N 3);(O 4);(S 2)	(PUBCHEM 90657177 NIL |kothari| 3641818092 NIL NIL)	CSCCCCCC(/SC[C@H]([NH3+])C(=O)NCC([O-])=O)=N\O	['-']	['-']
CPDQT-412	-	-	n-methylthioalkylhydroximate	-	(E)-&omega-(methylsulfanyl)hexyl-thiohydroximate	-	(C 7);(H 15);(N 1);(O 1);(S 2)	(PUBCHEM 44237358 NIL |taltman| 3466375284 NIL NIL)	CSCCCCCC(/S)=N\O	(E)-N-hydroxy-6-(methylsulfanyl)heximidothioate	['-']
CPDQT-350	-	-	CPD-19472	-	(E)-8-(methylsulfanyl)octanal oxime	-	(C 9);(H 19);(N 1);(O 1);(S 1)	(CHEBI 134684 NIL |kothari| 3716218713 NIL NIL); (LIGAND-CPD C17251 NIL |taltman| 3497980099 NIL NIL); (PUBCHEM 25010745 NIL |taltman| 3466375284 NIL NIL); (KNAPSACK C00007676 NIL |rleitao| 3434741912 NIL NIL)	CSCCCCCCC/C=N/O	(E)-8-(methylthio)octanal oxime	['-']
CPD-12401	-	-	CPD-19473	-	1-(methylsulfanyl)-8-aci-nitrooctane	-	(C 9);(H 19);(N 1);(O 2);(S 1)	(PUBCHEM 123131560 NIL |kothari| 3696259642 NIL NIL)	CSCCCCCCCC=[N+](O)[O-]	8-(methylsulfanyl)octan-1-ylideneazinate	['-']
DADP	-	-	All-Nucleosides; Purine-deoxyribonucleosides-5-PP	-	dADP	-	(C 10);(H 12);(N 5);(O 9);(P 2)	(REFMET dADP NIL |midford| 3701443689 NIL NIL); (BIGG dadp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57667 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01508 NIL |kothari| 3608602129 NIL NIL); (CHEMSPIDER 19992628 NIL |kothari| 3563631809 NIL NIL); (CHEBI 57667 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21125569 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00206 NIL |kr| 3346617700 NIL NIL); (CAS 2793-06-8)	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP(OP([O-])([O-])=O)([O-])=O	2'-deoxyadenosine-5'-diphosphate; deoxyadenosine-diphosphate	2'-deoxyadenosine 5'-(trihydrogen diphosphate)
DATP	-	-	All-Nucleosides; Purine-deoxyribonucleosides-5-PPP	-	dATP	-	(C 10);(H 12);(N 5);(O 12);(P 3)	(REFMET dATP NIL |midford| 3701443689 NIL NIL); (BIGG datp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC61404 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01532 NIL |kothari| 3608601839 NIL NIL); (CHEBI 61404 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25320183 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00131 NIL |kr| 3346617700 NIL NIL); (CAS 1927-31-7)	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP(OP(OP([O-])(=O)[O-])([O-])=O)([O-])=O	2'-deoxyATP; 2'-deoxyadenosine triphosphate; deoxy-ATP; deoxyadenosine-triphosphate; 2'-deoxyadenosine-5'-triphosphate	['-']
CPD-4890	-	-	Monoterpenes	-	terpinolene	-	(C 10);(H 16)	(METABOLIGHTS MTBLC9457 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB36994 NIL |kothari| 3604149748 NIL NIL); (CHEMSPIDER 10979 NIL |kothari| 3563632534 NIL NIL); (PUBCHEM 11463 NIL |taltman| 3466375284 NIL NIL); (CHEBI 9457 NIL |taltman| 3452362912 NIL NIL); (LIGAND-CPD C06075 NIL |kr| 3410284649 NIL NIL)	CC(C)=C1(CCC(/C)=C/C1)	['-']	['-']
SINAPOYL-S-MALATE	-	-	Compounds	-	sinapoyl-(S)-malate	-	(C 15);(H 14);(O 9)	(CHEBI 57426 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25245856 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C02887 NIL |kothari| 3453132090 NIL NIL)	COC1(\C(\OC(=O)[C@@H](O)CC(=O)[O-])=C(C=C(/C=C/C(=O)[O-])/C=1)\OC)	['-']	['-']
CPD-14275	-	Fatty acyls	Long-Chain-3-Hydroxyacyl-CoAs	Acyl-Coenzyme A	(3R)-3-hydroxy-arachidoyl-CoA	-	(C 41);(H 70);(N 7);(O 18);(P 3);(S 1)	(PUBCHEM 72193813 NIL |kothari| 3619400336 NIL NIL); (CHEBI 76373 NIL |kothari| 3608052289 NIL NIL)	CCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O	['-']	['-']
CPD-14271	-	Fatty acyls	Long-Chain-oxoacyl-CoAs	Acyl-Coenzyme A	3-oxoicosanoyl-CoA	-	(C 41);(H 68);(N 7);(O 18);(P 3);(S 1)	(REFMET 3-oxoicosanoyl-CoA NIL |midford| 3701443689 NIL NIL); (PUBCHEM 70678676 NIL |kothari| 3619400276 NIL NIL); (CHEBI 65115 NIL |kothari| 3608037945 NIL NIL)	CCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O	['-']	['-']
CHORISMATE	-	-	dicarboxylate	-	chorismate	-	(C 10);(H 8);(O 6)	(REFMET Chorismic acid NIL |midford| 3701443689 NIL NIL); (BIGG chor NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB12199 NIL |kothari| 3608602144 NIL NIL); (CHEMSPIDER 4573889 NIL |kothari| 3563632035 NIL NIL); (PUBCHEM 5460312 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29748 NIL |taltman| 3452363536 NIL NIL); (CAS 55508-12-8 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C00251 NIL |kaipa| 3311532640 NIL NIL)	C=C(C(=O)[O-])O[C@H]1([C@H](O)\C=C/C(/C([O-])=O)=C\1)	chorismic acid	['-']
PREPHENATE	-	-	Compounds	-	prephenate	-	(C 10);(H 8);(O 6)	(BIGG pphn NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB12283 NIL |kothari| 3608602368 NIL NIL); (CHEMSPIDER 4573884 NIL |kothari| 3563632035 NIL NIL); (PUBCHEM 5460303 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29934 NIL |taltman| 3452363600 NIL NIL); (LIGAND-CPD C00254 NIL |kr| 3346617701 NIL NIL); (CAS 126-49-8)	C(=O)([O-])C(=O)C[C@]1(C(=O)[O-])(\C=C/[C@@H](O)\C=C/1)	['-']	Prephenic acid
CPD-4207	-	-	Nucleosides-Analogues	-	isopentenyl adenosine	-	(C 15);(H 21);(N 5);(O 4)	(CHEMSPIDER 22815 NIL |kothari| 3563632454 NIL NIL); (CHEBI 62881 NIL |ong| 3535724355 NIL NIL); (PUBCHEM 24405 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C16427 NIL |kr| 3410284649 NIL NIL)	CC(C)=CCNC2(\C3(\N=C/N([C@H]1([C@@H]([C@@H]([C@H](O1)CO)O)O))C(\N=C/N=2)=3))	iPA	['-']
FAD	-	Fatty acyls	Cofactors; Flavin-Electorin-Carriers; Oxidized-Flavins	Non-esterified fatty acid	FAD	-	(C 27);(H 30);(N 9);(O 15);(P 2)	(BIGG fad NIL |kothari| 3661824226 NIL NIL); (CHEBI 57692 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 46906035 NIL |kothari| 3641818093 NIL NIL); (|Wikipedia| Flavin_adenine_dinucleotide NIL |caspi| 3624122668 NIL NIL); (HMDB HMDB01248 NIL |kothari| 3608602451 NIL NIL); (CHEMSPIDER 13082029 NIL |kothari| 3563631841 NIL NIL); (LIGAND-CPD C00016 NIL |keseler| 3341252030 NIL NIL); (CAS 146-14-5)	CC6(\C=C5(C(/N(C[C@@H]([C@H](O)[C@H](O)COP(OP([O-])(OC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3))=O)([O-])=O)O)C4(\C(\C(=O)[N-]C(=O)/N=4)=N/5))=C\C(/C)=6))	flavin adenine dinucleotide oxidized; flavin adenine dinucleotide; flavitan	['-']
ADENOSINE	-	-	Nucleosides; Purine-Ribonucleosides	-	adenosine	-	(C 10);(H 13);(N 5);(O 4)	(REFMET Adenosine NIL |midford| 3697479617 NIL NIL); (BIGG adn NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16335 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00050 NIL |kothari| 3594494368 NIL NIL); (DRUGBANK DB00640 NIL |kothari| 3594430283 NIL NIL); (CHEMSPIDER 18660726 NIL |kothari| 3563632420 NIL NIL); (PUBCHEM 60961 NIL |taltman| 3466375285 NIL NIL); (CHEBI 16335 NIL |taltman| 3452363481 NIL NIL); (LIGAND-CPD C00212 NIL |kaipa| 3311532639 NIL NIL); (CAS 58-61-7)	C(O)[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3)))	adenine-D-ribose	['-']
PRENAL	-	Fatty acyls	CPD-20304	Non-esterified fatty acid	3-methyl-2-butenal	NEFAL 4:1(2);Me	(C 5);(H 8);(O 1)	(METABOLIGHTS MTBLC15825 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB12157 NIL |kothari| 3604149759 NIL NIL); (CHEMSPIDER 10820046 NIL |kothari| 3563632419 NIL NIL); (PUBCHEM 61020 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C07330 NIL |taltman| 3452530510 NIL NIL); (CHEBI 15825 NIL |taltman| 3452363450 NIL NIL)	CC(C)=CC=O	3-methylbut-2-enal; 3,3-dimethyl-acrylaldehyde; prenal; 3-methylcrotonaldehyde	['-']
FADH2	-	Fatty acyls	Flavin-Electorin-Carriers; Reduced-Flavins	Non-esterified fatty acid	FADH2	-	(C 27);(H 33);(N 9);(O 15);(P 2)	(REFMET FADH2 NIL |midford| 3701443689 NIL NIL); (BIGG fadh2 NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 46931118 NIL |kothari| 3651883220 NIL NIL); (CHEBI 58307 NIL |kothari| 3609162101 NIL NIL); (METABOLIGHTS MTBLC58307 NIL |kothari| 3609160997 NIL NIL); (HMDB HMDB01197 NIL |kothari| 3608602949 NIL NIL); (LIGAND-CPD C01352 NIL |kr| 3346617699 NIL NIL); (CAS 1910-41-4)	CC6(\C=C1(C(/N(C2(/NC(NC(=O)C(\N1)=2)=O))C[C@H](O)[C@H](O)[C@H](O)COP(OP([O-])(OC[C@@H]5([C@@H](O)[C@@H](O)[C@H](N3(\C=N/C4(C(/N)=N\C=N/C3=4)))O5))=O)([O-])=O)=C\C(/C)=6))	flavin adenine dinucleotide reduced; 1,5-dihydro-FAD	['-']
CPDQT-416	-	-	Desulfoaliphaticglucosinolates	-	4-(methylsulfanyl)butyl-desulfoglucosinolate	-	(C 12);(H 23);(N 1);(O 6);(S 2)	(CHEBI 80986 NIL |kothari| 3716218713 NIL NIL); (PUBCHEM 90658389 NIL |kothari| 3641818092 NIL NIL)	CSCCCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\O	4-(methylthio)butyl-desulfoglucosinolate	['-']
