ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
GLY	-	-	Amino-Acids-20; Non-polar-amino-acids; Neutral-Amino-Acids; Uncharged-polar-amino-acids	-	glycine	gly	(C 2);(H 5);(N 1);(O 2)	(MEDIADB compounds/37/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00033 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM29 NIL |kothari| 3787514192 NIL NIL); (CHEBI 57305 NIL |kothari| 3716218713 NIL NIL); (REFMET Glycine NIL |midford| 3697479617 NIL NIL); (BIGG gly NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC15428 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00123 NIL |kothari| 3594494366 NIL NIL); (DRUGBANK DB00145 NIL |kothari| 3594430386 NIL NIL); (CHEMSPIDER 730 NIL |kothari| 3563634664 NIL NIL); (PUBCHEM 5257127 NIL |taltman| 3466375285 NIL NIL); (KNAPSACK C00001361 NIL |achi1| 3445698168 NIL NIL); (LIGAND-CPD C00037 NIL |kaipa| 3311532639 NIL NIL); (CAS 56-40-6)	C([NH3+])C([O-])=O	G; aminoacetic acid; gly	['-']
PHYTYL-PYROPHOSPHATE	-	-	Diterpenes	-	phytyl diphosphate	-	(C 20);(H 39);(O 7);(P 2)	(ZINC ZINC000008219878 NIL |kothari| 3853426060 NIL NIL); (SEED cpd03214 NIL |kothari| 3788273827 NIL NIL); (HMDB HMDB11116 NIL |kothari| 3787939156 NIL NIL); (METANETX MNXM903 NIL |kothari| 3787514192 NIL NIL); (CHEBI 75434 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 71728454 NIL |kothari| 3641818093 NIL NIL); (LIGAND-CPD C05427 NIL |taltman| 3459474374 NIL NIL)	CC(CCC[C@H](CCC[C@H](CCCC(\C)=C/COP([O-])(=O)OP([O-])(=O)[O-])C)C)C	phytyl pyrophosphate; phytyl-PP	['-']
CYCLOARTENOL	-	-	Steroids	-	cycloartenol	-	(C 30);(H 50);(O 1)	(ZINC ZINC000118915285 NIL |kothari| 3853425130 NIL NIL); (SEED cpd01306 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM1323 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 92110 NIL |kothari| 3780931552 NIL NIL); (HMDB HMDB36591 NIL |kothari| 3608601924 NIL NIL); (CHEBI 17030 NIL |caspi| 3591728511 NIL NIL); (LIGAND-CPD C01902 NIL |taltman| 3459474373 NIL NIL); (CAS 469-38-5)	CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5(C(C)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))	9&beta,19-cyclo-24-lanosten-3&beta-ol; cycloart-24(25)-enol; (3&beta,9&beta)-9,19-cyclolanost-24-en-3-ol	['-']
DIHYDROXYNAPHTHOATE	-	-	Compounds	-	1,4-dihydroxy-2-naphthoate	-	(C 11);(H 7);(O 4)	(ZINC ZINC000000409255 NIL |kothari| 3853425280 NIL NIL); (SEED cpd02295 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM552 NIL |kothari| 3787514190 NIL NIL); (BIGG dhna NIL |kothari| 3661824226 NIL NIL); (CHEMSPIDER 5324583 NIL |kothari| 3563631753 NIL NIL); (PUBCHEM 54706667 NIL |ong| 3535722629 NIL NIL); (CHEBI 11173 NIL |taltman| 3498850556 NIL NIL); (LIGAND-CPD C03657 NIL |kr| 3346617701 NIL NIL)	C([O-])(=O)C1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)	DHNA; 2-carboxy-1,4-naphthoquinol	['-']
CPD-18334	-	-	Compounds	-	2-carboxy-1,4-naphthoquinone	-	(C 11);(H 5);(O 4)	(METANETX MNXM162791 NIL |kothari| 3787514191 NIL NIL); (CHEBI 87842 NIL |kothari| 3686585520 NIL NIL); (PUBCHEM 17765245 NIL |kothari| 3686579210 NIL NIL)	C([O-])(=O)C1(\C(=O)C2(/C=C\C=C/C(/C(=O)/C=1)=2))	1,4-diketo-2-naphthoate; 1,4-dioxo-2-naphthoate	['-']
BCCP-L-lysine	-	-	Protein-L-lysine	-	[biotin carboxyl-carrier protein]-L-lysine	-	['-']	-	C([NH3+])CCC[C@@H](C([a [biotin carboxyl-carrier protein] monomer])=O)N[a [biotin carboxyl-carrier protein] monomer]	[BCCP]-L-lysine	['-']
BIOTIN	-	-	B-vitamins	-	biotin	-	(C 10);(H 15);(N 2);(O 3);(S 1)	(ZINC ZINC000035024346 NIL |kothari| 3853420545 NIL NIL); (MEDIADB compounds/117/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00104 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM304 NIL |kothari| 3787514193 NIL NIL); (REFMET Biotin NIL |midford| 3701443689 NIL NIL); (BIGG btn NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57586 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00030 NIL |kothari| 3608602879 NIL NIL); (CHEMSPIDER 5028036 NIL |kothari| 3563631979 NIL NIL); (CHEBI 57586 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 6560210 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00120 NIL |kaipa| 3311532642 NIL NIL); (CAS 58-85-5)	C1(S[C@@H](CCCCC(=O)[O-])[C@H]2(NC(=O)N[C@@H]12))	vitamin H; coenzyme R; D-biotin; vitamin B7	5-[(3aS,4S,6aR)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoate
BCCP-biotin-L-lysine	-	-	Protein-Modified-Amino-Acids	-	[biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine	-	['-']	-	C(NC(=O)CCCC[C@@H]1(SC[C@@H]2(NC(=O)N[C@H]12)))CCC[C@@H](C([a [biotin carboxyl-carrier protein] monomer])=O)N[a [biotin carboxyl-carrier protein] monomer]	[BCCP monomer]-biotin-N6-L-lysine	['-']
4-CYTIDINE-5-DIPHOSPHO-2-C	-	-	CDP-SUGARS	-	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	-	(C 14);(H 23);(N 3);(O 14);(P 2)	(ZINC ZINC000008419042 NIL |kothari| 3853420253 NIL NIL); (SEED cpd08287 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM1642 NIL |kothari| 3787514190 NIL NIL); (BIGG 4c2me NIL |kothari| 3661824226 NIL NIL); (CHEBI 57823 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 24970669 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C11435 NIL |kr| 3346617701 NIL NIL)	C[C@](O)(CO)[C@H](O)COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O	CDP-ME; CDP-methyl-D-erythritol; 4-diphosphocytidyl-2C-methyl-D-erythritol; 4-diphosphocytidyl-2-C-methylerythritol	['-']
ACYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
D-6-P-GLUCONO-DELTA-LACTONE	-	-	Compounds	-	6-phospho D-glucono-1,5-lactone	-	(C 6);(H 9);(O 9);(P 1)	(ZINC ZINC000004095593 NIL |kothari| 3853425154 NIL NIL); (REACTOME-CPD 31467 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00911 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM429 NIL |kothari| 3787514189 NIL NIL); (BIGG 6pgl NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57955 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01127 NIL |kothari| 3608602266 NIL NIL); (CHEBI 57955 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 46926335 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C01236 NIL |kr| 3346617699 NIL NIL); (CAS 2641-81-8)	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)C(=O)O1)	6-phosphogluconolactone; D-6-phosphoglucono-&delta-lactone; D-6-P-glucono-&delta-lactone; D-glucono-1,5-lactone 6-phosphate; D-glucono-&delta-lactone 6-phosphate; D-6-phospho-glucono-&delta-lactone	['-']
GERANYLGERANYL-PP	-	-	TRANS-POLYISOPRENYL-PP	-	geranylgeranyl diphosphate	GGPP	(C 20);(H 33);(O 7);(P 2)	(ZINC ZINC000012495043 NIL |kothari| 3853425445 NIL NIL); (REACTOME-CPD 6806657 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00289 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM139 NIL |kothari| 3787514191 NIL NIL); (REFMET Geranylgeranyl diphosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 58756 NIL |caspi| 3610455683 NIL NIL); (METABOLIGHTS MTBLC58756 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB04486 NIL |kothari| 3608602944 NIL NIL); (DRUGBANK DB07841 NIL |kothari| 3594430417 NIL NIL); (CHEMSPIDER 4593687 NIL |kothari| 3563632011 NIL NIL); (PUBCHEM 5497105 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00353 NIL |kr| 3410284649 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	GGPP; all-trans-geranyl-geranyl-pp; geranylgeranyl-PP; (2E,6E,10E)-geranylgeranyl diphosphate; &omega,E,E,E-geranylgeranyl diphosphate; (2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate; all-trans-geranylgeranyl diphosphate; 2-trans,6-trans,10-trans-geranylgeranyl diphosphate	['-']
EPOXYSQUALENE	-	-	Triterpenes	-	(3S)-2,3-epoxy-2,3-dihydrosqualene	-	(C 30);(H 50);(O 1)	(ZINC ZINC000004095521 NIL |kothari| 3853425367 NIL NIL); (REACTOME-CPD 191309 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00776 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM130 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 5459811 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC15441 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01188 NIL |kothari| 3608602674 NIL NIL); (CHEBI 15441 NIL |hartmut| 3567965557 NIL NIL); (CHEMSPIDER 4444080 NIL |kothari| 3563632140 NIL NIL); (LIGAND-CPD C01054 NIL |kr| 3410284650 NIL NIL); (CAS 9029-62-3)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CC/C=C(C)/CC/C=C(C)/CC[C@H]1(C(C)(C)O1)	squalene 2,3-epoxide; squalene 2,3-oxide; (S)-squalene-2,3-epoxide; 2,3-EDSQ; 2,3-epoxisqualene; oxidosqualene; 2,3-oxidosqualene; (3S)-2,3-epoxysqualene	['-']
CPD-409	-	Glycerolipids	Monoacylglycerols	Monoacylglycerol	2-acylglycerol	-	['-']	(SEED cpd01431 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM335 NIL |kothari| 3787514189 NIL NIL); (LIGAND-CPD C02112 NIL |kothari| 3494208011 NIL NIL); (CHEBI 17389 NIL |kothari| 3494206872 NIL NIL)	C(O)C(CO)OC(=O)[R]	2-monoglyceride; 2-glyceride; 2-MAG	['-']
D-RIBULOSE-15-P2	-	-	Oligosaccharide-Phosphate	-	D-ribulose-1,5-bisphosphate	-	(C 5);(H 8);(O 11);(P 2)	(ZINC ZINC000003870274 NIL |kothari| 3853425327 NIL NIL); (SEED cpd00871 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM1276 NIL |kothari| 3787514191 NIL NIL); (REFMET Ribulose 1,5-bisphosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 57870 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 23615473 NIL |kothari| 3641818093 NIL NIL); (CHEMSPIDER 3541504 NIL |kothari| 3563632165 NIL NIL); (LIGAND-CPD C01182 NIL |kr| 3410284649 NIL NIL); (CAS 14689-84-0)	C(OP([O-])([O-])=O)[C@@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-]	ribulose 1,5-bisphosphate; D-ribulose-1,5-diphosphate; D-ribulose-1,5-P2	['-']
CPD-12587	-	-	Polyisoprenyl-Monophosphates; TRANS-POLYISOPRENYL-P	-	(2E,6E)-farnesyl phosphate	-	(C 15);(H 25);(O 4);(P 1)	(ZINC ZINC000002556391 NIL |kothari| 3853422030 NIL NIL); (SEED cpd21354 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM4974 NIL |kothari| 3787514192 NIL NIL); (LIGAND-CPD C20121 NIL |kothari| 3787329138 NIL NIL); (CHEBI 88226 NIL |kothari| 3686585520 NIL NIL); (PUBCHEM 46926298 NIL |ong| 3523387880 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/COP([O-])([O-])=O	2,6,10-dodecatrien-1-ol, 3,7,11-trimethyl-, dihydrogen phosphate, (2E,6E)-; 2,6,10-dodecatrien-1-ol, 3,7,11-trimethyl-, dihydrogen phosphate, (E,E); (E,E)-farnesyl monophosphate; (E,E)-farnesyl phosphate; (trans, trans)-farnesyl monophosphate; 2-trans,-6-trans-farnesyl monophosphate; 2-trans,-6-trans-farnesyl phosphate	['-']
CTP	-	-	Pyrimidines; Pyrimidine-ribonucleosides-5-PPP	-	CTP	-	(C 9);(H 12);(N 3);(O 14);(P 3)	(ZINC ZINC000003861746 NIL |kothari| 3853425125 NIL NIL); (SEED cpd00052 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM63 NIL |kothari| 3787514193 NIL NIL); (REFMET CTP NIL |midford| 3701443689 NIL NIL); (BIGG ctp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC37563 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00082 NIL |kothari| 3608602794 NIL NIL); (CHEMSPIDER 5414498 NIL |kothari| 3563631943 NIL NIL); (PUBCHEM 7058166 NIL |taltman| 3466375284 NIL NIL); (CHEBI 37563 NIL |taltman| 3452363175 NIL NIL); (LIGAND-CPD C00063 NIL |kr| 3346617701 NIL NIL); (CAS 65-47-4)	C(OP(OP(OP(=O)([O-])[O-])([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O)	cytidine-triphosphate; cytidine-5'-triphosphate	['-']
CDP	-	-	Pyrimidines; Pyrimidine-ribonucleosides-5-PP	-	CDP	-	(C 9);(H 12);(N 3);(O 11);(P 2)	(ZINC ZINC000008215624 NIL |kothari| 3853420594 NIL NIL); (SEED cpd00096 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM220 NIL |kothari| 3787514189 NIL NIL); (REFMET CDP NIL |midford| 3701443689 NIL NIL); (BIGG cdp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC58069 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01546 NIL |kothari| 3608602268 NIL NIL); (CHEMSPIDER 16740259 NIL |kothari| 3563631820 NIL NIL); (CHEBI 58069 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 20056867 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00112 NIL |kr| 3346617701 NIL NIL); (CAS 63-38-7)	C(OP(OP([O-])([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O)	cytidine-diphosphate; cytidine-5'-diphosphate	['-']
GAP	-	-	CPD0-2032	-	D-glyceraldehyde 3-phosphate	-	(C 3);(H 5);(O 6);(P 1)	(ZINC ZINC000003869936 NIL |kothari| 3853425433 NIL NIL); (REACTOME-CPD 29578 NIL |kothari| 3788282686 NIL NIL); (METANETX MNXM74 NIL |kothari| 3787514191 NIL NIL); (REFMET Glyceraldehyde-3-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG g3p NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB01112 NIL |kothari| 3608640738 NIL NIL); (LIGAND-CPD C00118 NIL |caspi| 3544383603 NIL NIL); (CAS 591-57-1 NIL |caspi| 3544383371 NIL NIL); (CHEBI 59776 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 24794350 NIL |taltman| 3466375285 NIL NIL)	C(=O)[C@H](O)COP(=O)([O-])[O-]	3-phosphoglyceraldehyde; D-glyceraldehyde-3-P; glyceraldehyde 3-phosphate; GAP; glyceraldehyde-phosphate; glyceraldehyde-P; glyceraldehyde-3-P; (2R)-2-hydroxy-3-(phosphooxy)-propanal; triose phosphate	['-']
RIBOSE-5P	SUPER	-	PENTOSE-5-PHOSPHATES	-	D-ribose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(ZINC ZINC000004096190 NIL |kothari| 3853426172 NIL NIL); (MEDIADB compounds/114/ NIL |midford| 3791153824 NIL NIL); (HMDB HMDB01548 NIL |kothari| 3608640744 NIL NIL); (LIGAND-CPD C00117 NIL |keseler| 3342801272 NIL NIL); (CAS 4300-28-1 NIL |keseler| 3342801272 NIL NIL)	C(=O)[C@H](O)[C@H](O)[C@@H](COP([O-])([O-])=O)O	D-ribose-5-phosphoric acid; ribose-5-phosphoric acid; ribose-5P; D-ribose-5-P; ribose-5-P; D-ribose 5'-phosphate	['-']
CPD-15317	RIBOSE-5P	-	RIBOSE-5P	-	D-ribofuranose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(PUBCHEM 24794349 NIL |kothari| 3824395572 NIL NIL); (CHEBI 78346 NIL |kothari| 3812304040 NIL NIL)	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)C(O)O1)	['-']	['-']
CPD-15895	RIBOSE-5P	-	RIBOSE-5P	-	aldehydo-D-ribose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(CHEBI 58273 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 21115541 NIL |kothari| 3641818092 NIL NIL)	C(=O)[C@H](O)[C@H](O)[C@@H](COP([O-])([O-])=O)O	keto-D-ribose 5-phosphate	['-']
TYR	-	-	Aromatic-L-Amino-Acids; Amino-Acids-20; L-Amino-Acids; Uncharged-polar-amino-acids	-	L-tyrosine	tyr	(C 9);(H 11);(N 1);(O 3)	(ZINC ZINC000000266964 NIL |kothari| 3853426384 NIL NIL); (MEDIADB compounds/80/ NIL |midford| 3791153824 NIL NIL); (METANETX MNXM76 NIL |kothari| 3787514193 NIL NIL); (REFMET Tyrosine NIL |midford| 3697479617 NIL NIL); (BIGG tyr__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC58315 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00158 NIL |kothari| 3608597114 NIL NIL); (CHEBI 58315 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 6942100 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00082 NIL |kaipa| 3311532640 NIL NIL); (CAS 60-18-4)	C([C@H](CC1(\C=C/C(/O)=C\C=1))[NH3+])(=O)[O-]	Y; tyr; tyrosine; L-tyr	['-']
Trans-D2-decenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
TRANS-D2-ENOYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Palmitoleoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-oxo-cis-vaccenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
MONO-BETA-D-GALACTOSYLACYLGLYCEROL	-	-	Compounds	-	mono-&beta-D-galactosylacylglycerol	-	['-']	(SEED cpd27456 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM7532 NIL |kothari| 3787514191 NIL NIL); (CHEBI 18063 NIL |kothari| 3780416719 NIL NIL); (LIGAND-CPD C04315 NIL |taltman| 3466371734 NIL NIL)	C(OC(=O)[R])[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))O	['-']	['-']
Stearoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	-	-	Sugar-Phosphate	-	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	-	(C 12);(H 13);(N 1);(O 9);(P 1)	(ZINC ZINC000024547800 NIL |kothari| 3853420589 NIL NIL); (SEED cpd00956 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM1455 NIL |kothari| 3787514192 NIL NIL); (BIGG 2cpr5p NIL |kothari| 3661824226 NIL NIL); (CHEBI 58613 NIL |kothari| 3577646961 NIL NIL); (PUBCHEM 45266701 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C01302 NIL |kr| 3346617701 NIL NIL)	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)C(=O)CNC1(/C=C\C=C/C(/C(=O)[O-])=1)	1-(o-carboxyphenylamino)-1-deoxyribulose-5'-P; 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose-5-P; 1-(o-carboxyphenylamino)-1'-deoxyribulose 5'-phosphate	['-']
CPD-9965	-	Fatty acyls	Long-Chain-234-Saturated-acyl-CoAs	Acyl-Coenzyme A	arachidoyl-CoA	-	(C 41);(H 70);(N 7);(O 17);(P 3);(S 1)	(SEED cpd01393 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM1429 NIL |kothari| 3787514192 NIL NIL); (REFMET Eicosanoyl-CoA NIL |midford| 3701443689 NIL NIL); (HMDB HMDB04258 NIL |kothari| 3608602199 NIL NIL); (CHEBI 57380 NIL |kothari| 3577646961 NIL NIL); (PUBCHEM 25203411 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C02041 NIL |kr| 3410284649 NIL NIL)	CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	eicosanoyl-CoA; icosanoyl-CoA	['-']
INDOLE-3-GLYCEROL-P	-	-	Indole-Containing-Compounds	-	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate	-	(C 11);(H 12);(N 1);(O 6);(P 1)	(ZINC ZINC000001529675 NIL |kothari| 3853425581 NIL NIL); (METANETX MNXM866 NIL |kothari| 3787514192 NIL NIL); (BIGG 3ig3p NIL |kothari| 3661824226 NIL NIL); (CHEBI 58866 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 46878464 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C03506 NIL |kr| 3346617700 NIL NIL)	C1(/NC2(/C=C\C=C/C(/C(/[C@@H]([C@@H](COP([O-])(=O)[O-])O)O)=1)=2))	C1-(3-Indolyl)-glycerol 3-phosphate; indole-3-glycerol-P; 1-(indol-3-yl)glycerol-3-P; 1-(indol-3-yl)glycerol-3-phosphate; indoleglycerol phosphate; indole-3-glycerol-phosphate	['-']
CPD-10296	-	-	Chlorins	-	pyropheophorbide	-	(C 33);(H 33);(N 4);(O 3)	(SEED cpd18047 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM2556 NIL |kothari| 3787514189 NIL NIL); (PUBCHEM 135926599 NIL |kothari| 3760047716 NIL NIL); (REFMET Pyropheophorbide a NIL |midford| 3701443689 NIL NIL); (CHEBI 58742 NIL |kothari| 3641835422 NIL NIL); (LIGAND-CPD C18064 NIL |taltman| 3497980049 NIL NIL)	C=CC4(\C(/C)=C3(\C=C6([C@@H](C)[C@H](CCC(=O)[O-])C(/C5(\CC(=O)C1(\C(\NC(/C(\C)=1)=C/C2(/C(\CC)=C(C)\C(\N=2)=C\C(\N3)=4))=5)))=N\6)))	['-']	['-']
R-3-hydroxy-cis-vaccenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
cis-vaccen-2-enoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Beta-3-hydroxybutyryl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
GLYCEROL	-	-	Sugar-alcohols	-	glycerol	-	(C 3);(H 8);(O 3)	(ZINC ZINC000000895048 NIL |kothari| 3853425473 NIL NIL); (CHEBI 178017 NIL |kothari| 3842014750 NIL NIL); (MEDIADB compounds/113/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00100 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM89612 NIL |kothari| 3787514192 NIL NIL); (REFMET Glycerol NIL |midford| 3697479617 NIL NIL); (BIGG glyc NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC17754 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00131 NIL |kothari| 3594494372 NIL NIL); (DRUGBANK DB04077 NIL |kothari| 3594430281 NIL NIL); (CHEMSPIDER 733 NIL |kothari| 3563632896 NIL NIL); (PUBCHEM 753 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00116 NIL |kaipa| 3311532622 NIL NIL); (CAS 56-81-5)	C(C(O)CO)O	1,2,3-trihydroxypropane; glycerin; 1,2,3-trihydroxypropanol	['-']
CPD-14281	SUPER	Fatty acyls	Very-Long-Chain-Trans-23-Dehydroacyl-CoA	Acyl-Coenzyme A	trans-docos-2-enoyl-CoA	-	(C 43);(H 72);(N 7);(O 17);(P 3);(S 1)	(REACTOME-CPD 5695976 NIL |kothari| 3788282686 NIL NIL); (SEED cpd24271 NIL |kothari| 3788273831 NIL NIL); (HMDB HMDB62226 NIL |kothari| 3787939153 NIL NIL); (METANETX MNXM97615 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 71627306 NIL |kothari| 3619400315 NIL NIL); (CHEBI 74692 NIL |kothari| 3608037945 NIL NIL)	CCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O	trans-2,3-dihydro-docosenoyl-CoA; (2E)-docosenoyl-CoA	['-']
VAL	-	-	Branched-Amino-Acids; Amino-Acids-20; L-Amino-Acids; Non-polar-amino-acids	-	L-valine	val	(C 5);(H 11);(N 1);(O 2)	(ZINC ZINC000000895099 NIL |kothari| 3853426427 NIL NIL); (MEDIADB compounds/14807/ NIL |midford| 3791153825 NIL NIL); (MEDIADB compounds/179/ NIL |midford| 3791153825 NIL NIL); (METANETX MNXM199 NIL |kothari| 3787514192 NIL NIL); (REFMET Valine NIL |midford| 3697479617 NIL NIL); (BIGG val__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57762 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00883 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57762 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 6971018 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00183 NIL |kaipa| 3311532640 NIL NIL); (CAS 72-18-4)	CC(C)[C@H]([NH3+])C([O-])=O	V; valine; L-val	['-']
CPD-22101	-	-	Sterols	-	4&alpha-methyl ergosta-8,25(27)-dienol	-	(C 29);(H 48);(O 1)	(PUBCHEM 138319322 NIL |kothari| 3780931551 NIL NIL)	C=C(C)[C@@H](C)CC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))	['-']	['-']
