ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
CPD-4211	-	-	Compounds	-	prenyl diphosphate	DMAPP	(C 5);(H 9);(O 7);(P 2)	(ZINC ZINC000008215740 NIL |kothari| 3853422802 NIL NIL); (CHEBI 83374 NIL |kothari| 3824397868 NIL NIL); (SEED cpd00202 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM132 NIL |kothari| 3787514191 NIL NIL); (BIGG dmpp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57623 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01120 NIL |kothari| 3608602278 NIL NIL); (CHEMSPIDER 13115336 NIL |kothari| 3563631839 NIL NIL); (PUBCHEM 15983958 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00235 NIL |keseler| 3341251295 NIL NIL); (CAS 358-71-4 NIL |keseler| 3341251295 NIL NIL)	CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]	dimethylallyl-diphosphate; prenyl-diphosphate; &delta-prenyl diphosphate; &delta2-isopentenyl-diphosphate; 2-isopentenyl diphosphate; dimethylallyl diphosphate; DPP; di-CH3-allyl-PPi; dimethylallyl-PP; dimethylallyl-PPi; DMPP; dimethylallyl pyrophosphate; 3-methylbut-2-en-1-yl diphosphate	3-methylbut-2-en-1-yl diphosphate
HYDROXY-METHYL-BUTENYL-DIP	-	-	Compounds	-	(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate	-	(C 5);(H 9);(O 8);(P 2)	(ZINC ZINC000008436838 NIL |kothari| 3853425544 NIL NIL); (METANETX MNXM606 NIL |kothari| 3787514190 NIL NIL); (BIGG h2mb4p NIL |kothari| 3661824225 NIL NIL); (CHEMSPIDER 10224038 NIL |kothari| 3563631798 NIL NIL); (CHEBI 128753 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21597501 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C11811 NIL |kr| 3346617698 NIL NIL)	CC(/CO)=C\COP(OP([O-])(=O)[O-])(=O)[O-]	(E)-4-hydroxy-3-methylbut 2-en-1-yl diphosphate; HMBDP; 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	['-']
S-ADENOSYLMETHIONINE	-	-	Amino-Acid-Derivatives	-	S-adenosyl-L-methionine	SAM	(C 15);(H 23);(N 6);(O 5);(S 1)	(ZINC ZINC000004214738 NIL |kothari| 3853426203 NIL NIL); (SEED cpd00017 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM16 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 44229224 NIL |taltman| 3466375284 NIL NIL); (REFMET S-adenosyl-L-methioninate NIL |midford| 3701443689 NIL NIL); (BIGG amet NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 24762165 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC59789 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01185 NIL |kothari| 3608597114 NIL NIL); (CHEBI 59789 NIL |caspi| 3501080055 NIL NIL); (LIGAND-CPD C00019 NIL |kr| 3346617700 NIL NIL); (CAS 29908-03-0)	C[S+](C[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))CC[C@@H](C(=O)[O-])[NH3+]	(S)-S-adenosyl-L-methionine; AdoMet; SAM; 2-S-adenosyl-L-methionine; S-adenosyl-methionine; adenosylmethionine; S-adenosylmethionine	['-']
Fe4S4-Cluster-Protein	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Dihydro-Lipoyl-Proteins	SUPER	-	Protein-Modified-Amino-Acids	-	[lipoyl-carrier protein]-N6-[(R)-dihydrolipoyl]-L-lysine	-	['-']	(SEED cpd26965 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM17283 NIL |kothari| 3787514190 NIL NIL)	C(NC(CCCC[C@@H](S)CCS)=O)CCC[C@@H](C(=O)[a [lipoyl-carrier protein]])N[a [lipoyl-carrier protein]]	[enzyme]-N6-(dihydrolipoyl)lysine	['-']
Pyruvate-dehydrogenase-dihydrolipoate	Dihydro-Lipoyl-Proteins	-	Dihydro-Lipoyl-Proteins	-	[pyruvate dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine	-	['-']	(SEED cpd28012 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM12830 NIL |kothari| 3787514191 NIL NIL); (CHEBI 80219 NIL |kothari| 3780416720 NIL NIL); (LIGAND-CPD C15973 NIL |paley| 3513948628 NIL NIL)	C([[pyruvate dehydrogenase] lipoyl carrier component])C(=O)C(CCCCNC(CCCCC(S)CCS)=O)N[[pyruvate dehydrogenase] lipoyl carrier component]	['-']	['-']
Oxo-glutarate-dehydrogenase-DH-lipoyl	Dihydro-Lipoyl-Proteins	-	Dihydro-Lipoyl-Proteins	-	[2-oxoglutarate dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine	-	['-']	(SEED cpd27764 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM12554 NIL |kothari| 3787514191 NIL NIL)	C([[2-oxoglutarate dehydrogenase] lipoyl carrier component])C(=O)[C@H](CCCCNC(CCCCC(S)CCS)=O)N[[2-oxoglutarate dehydrogenase] lipoyl carrier component]	['-']	['-']
DIHYDROLIPOYL-GCVH	Dihydro-Lipoyl-Proteins	-	Dihydro-Lipoyl-Proteins	-	[glycine-cleavage complex H protein] N6-dihydrolipoyl-L-lysine	-	['-']	(SEED cpd26863 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM11384 NIL |kothari| 3787514193 NIL NIL)	C(NC(=O)CCCCC(CCS)S)CCC[C@@H](C(=O)[a glycine-cleavage complex H protein])N[a glycine-cleavage complex H protein]	['-']	['-']
BCAA-dehydrogenase-DH-lipoyl	Dihydro-Lipoyl-Proteins	-	Dihydro-Lipoyl-Proteins	-	[apo BCAA dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine	-	['-']	(SEED cpd22418 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM7100 NIL |kothari| 3787514193 NIL NIL)	C([[branched chain &alpha;-keto acid dehydrogenase] lipoyl carrier component])C(=O)[C@H](CCCCNC(CCCCC(S)CCS)=O)N[[branched chain &alpha;-keto acid dehydrogenase] lipoyl carrier component]	['-']	['-']
CH33ADO	-	-	Cobamide-Upper-Ligands; Modified-Nucleosides	-	5'-deoxyadenosine	-	(C 10);(H 13);(N 5);(O 3)	(ZINC ZINC000001999286 NIL |kothari| 3853420602 NIL NIL); (SEED cpd03091 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM316 NIL |kothari| 3787514191 NIL NIL); (REFMET 5'-Deoxyadenosine NIL |midford| 3697479617 NIL NIL); (BIGG dad_5 NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC17319 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01983 NIL |kothari| 3604149758 NIL NIL); (CHEMSPIDER 388325 NIL |kothari| 3563631732 NIL NIL); (PUBCHEM 439182 NIL |taltman| 3466375285 NIL NIL); (CHEBI 17319 NIL |taltman| 3452363566 NIL NIL); (LIGAND-CPD C05198 NIL |kr| 3346617700 NIL NIL)	C[C@H]3(O[C@@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))[C@H](O)[C@H](O)3)	CH3Ado	['-']
MET	-	-	Amino-Acids-20; L-Amino-Acids; Non-polar-amino-acids	-	L-methionine	met	(C 5);(H 11);(N 1);(O 2);(S 1)	(ZINC ZINC000001532529 NIL |kothari| 3853425788 NIL NIL); (MEDIADB compounds/71/ NIL |midford| 3791153824 NIL NIL); (METANETX MNXM61 NIL |kothari| 3787514191 NIL NIL); (REFMET Methionine NIL |midford| 3697479617 NIL NIL); (BIGG met__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57844 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00696 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57844 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 6992087 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00073 NIL |kaipa| 3311532639 NIL NIL); (CAS 63-68-3)	CSCC[C@H]([NH3+])C([O-])=O	M; methionine; L-met	['-']
Iron-Sulfur-Cluster-Scaffold-Proteins	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-7046	-	-	Inorganic-Anions	-	S2-	-	(S 1)	(HMDB HMDB00598 NIL |kothari| 3608597114 NIL NIL); (UM-BBD-CPD c0569 NIL |kothari| 3594389379 NIL NIL); (CHEMSPIDER 27079 NIL |kothari| 3563632443 NIL NIL); (PUBCHEM 29109 NIL |taltman| 3466375284 NIL NIL); (CHEBI 15138 NIL |taltman| 3452363410 NIL NIL)	[S-2]	sulfanediide; sulfide(2-); sulfur(2-)	['-']
FE+2	-	-	Divalent-Inorganic-Cations; Transition-Metal-Cations	-	Fe2+	-	(FE 1)	(MEDIADB compounds/13227/ NIL |midford| 3791153825 NIL NIL); (SEED cpd10515 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM111 NIL |kothari| 3787514189 NIL NIL); (BIGG fe2 NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC29033 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00692 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 25394 NIL |kothari| 3563632446 NIL NIL); (LIGAND-CPD C14818 NIL |taltman| 3497979943 NIL NIL); (PUBCHEM 27284 NIL |taltman| 3466375285 NIL NIL); (CHEBI 29033 NIL |taltman| 3452363536 NIL NIL)	[Fe+2]	ferrous iron; ferrous ion; iron(II); FeII	['-']
CPD-10514	-	Fatty acyls	Epoxy-fatty-acids; Long-Chain-234-Saturated-Fatty-Acids	Non-esterified fatty acid	9,10-epoxystearate	-	(C 18);(H 33);(O 3)	(ZINC ZINC000008860459 NIL |kothari| 3853421287 NIL NIL); (SEED cpd20674 NIL |kothari| 3788273828 NIL NIL); (HMDB HMDB61650 NIL |kothari| 3787939151 NIL NIL); (METANETX MNXM5032 NIL |kothari| 3787514189 NIL NIL); (LIGAND-CPD C19418 NIL |kothari| 3787329138 NIL NIL); (CHEBI 85195 NIL |kothari| 3641835422 NIL NIL); (CHEMSPIDER 14384798 NIL |kothari| 3563631821 NIL NIL); (PUBCHEM 19746553 NIL |taltman| 3466375284 NIL NIL)	CCCCCCCCC1(C(CCCCCCCC(=O)[O-])O1)	cis-9,10-epoxystearic acid; cis-3-octyloxirane octanoic acid; epoxyoleic acid; 9,10-epoxystearic acid; 9R,10S-epoxystearate	['-']
CPD-10515	-	Fatty acyls	IN-CHAIN-HYDROXY-FATTY-ACID; Long-Chain-234-Saturated-Fatty-Acids	Non-esterified fatty acid	(9R,10S)-dihydroxystearate	-	(C 18);(H 35);(O 4)	(ZINC ZINC000008220964 NIL |kothari| 3853421288 NIL NIL); (METANETX MNXM39656 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 25201835 NIL |kothari| 3641818093 NIL NIL)	CCCCCCCC[C@H](O)[C@H](O)CCCCCCCC([O-])=O	9,10-dihydroxystearate; (9R,10S)-9,10-dihydroxystearate	['-']
L-ALPHA-ALANINE	-	-	Amino-Acids-20; L-Amino-Acids; Neutral-Amino-Acids; Non-polar-amino-acids	-	L-alanine	ala	(C 3);(H 7);(N 1);(O 2)	(REFMET Alanine NIL |midford| 3697479617 NIL NIL); (BIGG ala__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57972 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00161 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57972 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 7311724 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00041 NIL |kaipa| 3311532638 NIL NIL); (CAS 56-41-7)	C[C@H]([NH3+])C([O-])=O	alanine; L-&alpha-alanine; ala	['-']
ETHANOL-AMINE	-	-	Compounds	-	ethanolamine	-	(C 2);(H 8);(N 1);(O 1)	(ZINC ZINC000008214617 NIL |kothari| 3853425384 NIL NIL); (SEED cpd00162 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM218 NIL |kothari| 3787514192 NIL NIL); (REFMET Ethanolamine NIL |midford| 3701443689 NIL NIL); (BIGG etha NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57603 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00149 NIL |kothari| 3608602275 NIL NIL); (CHEMSPIDER 392552 NIL |kothari| 3563631589 NIL NIL); (CHEBI 57603 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 444693 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00189 NIL |kaipa| 3311532624 NIL NIL); (CAS 141-43-5)	C(CO)[NH3+]	2-aminoethanol; monoethanolamine; colamine; ethanol-amine	['-']
CPD-5601	-	-	Compounds	-	N-monomethylethanolamine	-	(C 3);(H 10);(N 1);(O 1)	(ZINC ZINC000001691361 NIL |kothari| 3853423025 NIL NIL); (SEED cpd24581 NIL |kothari| 3788273830 NIL NIL); (CHEBI 21763 NIL |kothari| 3787535121 NIL NIL); (METANETX MNXM12403 NIL |kothari| 3787514190 NIL NIL); (CHEMSPIDER 5362336 NIL |kothari| 3563631953 NIL NIL); (PUBCHEM 6994314 NIL |taltman| 3466375284 NIL NIL)	C[NH2+]CCO	['-']	['-']
ADENOSYL-HOMO-CYS	-	-	Modified-Amino-Acids	-	S-adenosyl-L-homocysteine	SAH	(C 14);(H 20);(N 6);(O 5);(S 1)	(ZINC ZINC000004228232 NIL |kothari| 3853420427 NIL NIL); (SEED cpd00019 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM19 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 25246222 NIL |kothari| 3780931552 NIL NIL); (REFMET S-Adenosylhomocysteine NIL |midford| 3697479617 NIL NIL); (BIGG ahcys NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57856 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00939 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57856 NIL |taltman| 3498180761 NIL NIL); (LIGAND-CPD C00021 NIL |kr| 3346617699 NIL NIL); (CAS 979-92-0)	C(SC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))C[C@@H](C(=O)[O-])[NH3+]	S-adenosyl-L-homocysteine; SAH; S-adenosylhomocysteine; 2-S-adenosyl-L-homocysteine; AdoHcy; 2-S-adenosyl-L-homocysteine; S-adenosyl-homocysteine; S-adenosylhomocysteine; adenosyl-homo-cys; adenosylhomocysteine; adenosylhomo-cys	['-']
GERANYL-PP	-	-	Monoterpenyl-Diphosphates; Polyisoprenyl-Diphosphates	-	geranyl diphosphate	-	(C 10);(H 17);(O 7);(P 2)	(ZINC ZINC000008215849 NIL |kothari| 3853425446 NIL NIL); (REACTOME-CPD 191409 NIL |kothari| 3788282686 NIL NIL); (METANETX MNXM100 NIL |kothari| 3787514194 NIL NIL); (BIGG grdp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC58057 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01285 NIL |kothari| 3608602019 NIL NIL); (CHEMSPIDER 14211068 NIL |kothari| 3563631813 NIL NIL); (CHEBI 58057 NIL |caspi| 3538250814 NIL NIL); (KNAPSACK C00000846 NIL |achi1| 3445698168 NIL NIL); (PUBCHEM 19379894 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00341 NIL |kr| 3346617699 NIL NIL)	CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O	geranyl-diphosphate; geranyl-pyrophosphate; GPP; geranyl-PP; geranyl pyrophosphate; &omega,E-geranyl diphosphate	['-']
DELTA3-ISOPENTENYL-PP	-	-	Compounds	-	3-methylbut-3-en-1-yl diphosphate	IPP	(C 5);(H 9);(O 7);(P 2)	(ZINC ZINC000008215654 NIL |kothari| 3853425190 NIL NIL); (SEED cpd00113 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM83 NIL |kothari| 3787514193 NIL NIL); (REFMET Isopentenyl-diphosphate NIL |midford| 3701443689 NIL NIL); (BIGG ipdp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC128769 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01347 NIL |kothari| 3608602897 NIL NIL); (CHEMSPIDER 13115335 NIL |kothari| 3563631839 NIL NIL); (CHEBI 128769 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15983957 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00129 NIL |keseler| 3341251572 NIL NIL)	C=C(C)CCOP([O-])(=O)OP([O-])(=O)[O-]	isopentenyl-PP; isopentenyl pyrophosphate; &delta(3)-isopentenyl-PP; &Delta3-isopentenyl-PP; 3-methylbut-3-enyl diphosphate; 3-methylbut-3-enyl pyrophosphate; isopentenyl diphosphate	['-']
FARNESYL-PP	-	-	Methyl-Branched-Lipids; Sesquiterpenes; TRANS-POLYISOPRENYL-PP	-	(2E,6E)-farnesyl diphosphate	-	(C 15);(H 25);(O 7);(P 2)	(ZINC ZINC000012494625 NIL |kothari| 3853425396 NIL NIL); (SEED cpd00350 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM34 NIL |kothari| 3787514189 NIL NIL); (BIGG frdp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC175763 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00961 NIL |kothari| 3608602183 NIL NIL); (CHEMSPIDER 11633047 NIL |kothari| 3563631839 NIL NIL); (CHEBI 175763 NIL |taltman| 3498180761 NIL NIL); (KNAPSACK C00007268 NIL |achi1| 3445698166 NIL NIL); (PUBCHEM 15983959 NIL |taltman| 3451921010 NIL NIL); (LIGAND-CPD C00448 NIL |keseler| 3341251944 NIL NIL); (CAS 13058-04-3)	CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-]	2-trans,6-trans-farnesyl diphosphate; 2-trans,6-trans-farnesyl diphosphate; FPP; trans, trans-farnesyl diphosphate; farnesyl-PP; farnesyl pyrophosphate; &omega,E,E-farnesyl diphosphate; farnesyl diphosphate; (E,E)-farnesyl diphosphate; all-trans-farnesyl diphosphate; C15-PP	['-']
DIHYDROXY-ACETONE-PHOSPHATE	-	-	Sugar-Phosphate	-	glycerone phosphate	DHAP	(C 3);(H 5);(O 6);(P 1)	(ZINC ZINC000024492326 NIL |kothari| 3853425277 NIL NIL); (SEED cpd00095 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM77 NIL |kothari| 3787514189 NIL NIL); (REFMET Dihydroxyacetone phosphate NIL |midford| 3701443689 NIL NIL); (BIGG dhap NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57642 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01473 NIL |kothari| 3608601957 NIL NIL); (CHEMSPIDER 3833110 NIL |kothari| 3563632157 NIL NIL); (CHEBI 57642 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 4643300 NIL |taltman| 3451921010 NIL NIL); (LIGAND-CPD C00111 NIL |kr| 3346617700 NIL NIL); (CAS 57-04-5)	C(C(=O)CO)OP([O-])([O-])=O	dihydroxyacetone phosphate; dihydroxyacetone-P; di-OH-acetone-P; dihydroxy-acetone phosphate; 3-hydroxy-2-oxopropyl phosphate	['-']
ERYTHROSE-4P	-	-	Sugar-Phosphate	-	D-erythrose 4-phosphate	-	(C 4);(H 7);(O 7);(P 1)	(ZINC ZINC000032786787 NIL |kothari| 3853425373 NIL NIL); (REACTOME-CPD 29878 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00236 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM258 NIL |kothari| 3787514192 NIL NIL); (REFMET Erythrose 4-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG e4p NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16897 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01321 NIL |kothari| 3608602148 NIL NIL); (CHEMSPIDER 4573609 NIL |kothari| 3563632052 NIL NIL); (CHEBI 16897 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5459862 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00279 NIL |kr| 3346617699 NIL NIL); (CAS 585-18-2)	C([C@@H]([C@@H](COP([O-])([O-])=O)O)O)=O	erythrose-4P; threose 4-phosphate; erythrose-4-phosphate; erythrose-4-P; D-erythrose-4-P	['-']
Myristoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-7836	-	Fatty acyls	Long-Chain-234-Saturated-Fatty-Acids; Saturated-Fatty-Acids	Non-esterified fatty acid	tetradecanoate	-	(C 14);(H 27);(O 2)	(ZINC ZINC000001530417 NIL |kothari| 3853423702 NIL NIL); (SEED cpd03847 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM314 NIL |kothari| 3787514192 NIL NIL); (REFMET Myristic acid NIL |midford| 3701443689 NIL NIL); (BIGG ttdca NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC30807 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00806 NIL |kothari| 3608602437 NIL NIL); (CHEMSPIDER 3290116 NIL |kothari| 3563632196 NIL NIL); (PUBCHEM 4075158 NIL |taltman| 3466375284 NIL NIL); (CHEBI 30807 NIL |taltman| 3452363408 NIL NIL); (LIGAND-CPD C06424 NIL |kr| 3410284649 NIL NIL); (CAS 544-63-8 NIL |keseler| 3373047613 NIL NIL)	CCCCCCCCCCCCCC([O-])=O	myristic acid; myristate; tetradecanoic acid; tetradecoate; tetradecoic acid	['-']
CPD-2190	-	Glycerolipids	Monogalactosyldiacylglycerols-34-6	Monohexosyldiacylglycerol	1-18:3-2-16:3-monogalactosyldiacylglycerol	18:3-16:3-MGDG	(C 43);(H 70);(O 10)	(SEED cpd24375 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM9569 NIL |kothari| 3787514189 NIL NIL); (CHEBI 90552 NIL |kothari| 3686585520 NIL NIL); (PUBCHEM 90659307 NIL |kothari| 3641818092 NIL NIL); (CHEMSPIDER 10477392 NIL |kothari| 3563631793 NIL NIL)	CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/C\C=C/CC)=O)=O	18:3-16:3-MGDG; 1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
R-3-hydroxyhexanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-oxo-hexanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Oxidized-Plastocyanins	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Light	-	-	Pseudo-Compounds	-	h&nu	-	['-']	(SEED cpd31000 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM517 NIL |kothari| 3787514192 NIL NIL); (CHEBI 30212 NIL |kothari| 3780416719 NIL NIL); (LIGAND-CPD C00205 NIL |qwan| 3371497723 NIL NIL)	['-']	light; photon	['-']
Plastocyanin-Reduced	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	-	-	CDP-SUGARS; Sugar-Phosphate	-	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	-	(C 14);(H 22);(N 3);(O 17);(P 3)	(ZINC ZINC000008419062 NIL |kothari| 3853420151 NIL NIL); (SEED cpd08288 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM1641 NIL |kothari| 3787514193 NIL NIL); (BIGG 2p4c2me NIL |kothari| 3661824226 NIL NIL); (CHEBI 57919 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 46878430 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C11436 NIL |taltman| 3459474374 NIL NIL)	C[C@](OP([O-])([O-])=O)(CO)[C@H](O)COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O	CDP-ME-2P; CDP-methyl-D-erylthritol 2-phosphate; 4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate; 4-diphosphocytidyl-2-C-methylerythritol 2-phosphate	['-']
2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE	-	-	Compounds	-	2-C-methyl-D-erythritol-2,4-cyclodiphosphate	-	(C 5);(H 10);(O 9);(P 2)	(ZINC ZINC000008419115 NIL |kothari| 3853420102 NIL NIL); (SEED cpd08301 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM1168 NIL |kothari| 3787514193 NIL NIL); (BIGG 2mecdp NIL |kothari| 3661824226 NIL NIL); (CHEMSPIDER 10241147 NIL |kothari| 3563631797 NIL NIL); (CHEBI 58483 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21605869 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C11453 NIL |kr| 3346617700 NIL NIL)	C[C@@]1(CO)(OP(=O)([O-])OP(=O)([O-])OC[C@@H](O)1)	ME-2,4cPP	['-']
CMP	-	-	Pyrimidine-ribonucleosides-5-P	-	CMP	-	(C 9);(H 12);(N 3);(O 8);(P 1)	(ZINC ZINC000003861744 NIL |kothari| 3853420635 NIL NIL); (SEED cpd00046 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM31 NIL |kothari| 3787514191 NIL NIL); (REFMET CMP NIL |midford| 3701443689 NIL NIL); (BIGG cmp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC60377 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00095 NIL |kothari| 3608602588 NIL NIL); (CHEMSPIDER 5414497 NIL |kothari| 3563631944 NIL NIL); (CHEBI 60377 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 7058165 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00055 NIL |kr| 3346617699 NIL NIL); (CAS 63-37-6)	C(OP(=O)([O-])[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O)	5'-cytidylic acid; cytidine 5'-monophosphate; cytidylate; cytidylic acid; cytidine-P; cytidine-monophosphate; cytidine-phosphate; cytidine 5'-phosphate; cytosine ribotide	['-']
CDPDIACYLGLYCEROL	-	-	Compounds	-	CDP-diacylglycerol	-	['-']	(METANETX MNXM201 NIL |kothari| 3787514191 NIL NIL); (CHEBI 17962 NIL |kothari| 3780416719 NIL NIL); (LIGAND-CPD C00269 NIL |kr| 3346617699 NIL NIL)	C(OP(OP([O-])(=O)OC[C@@H](COC([R1])=O)OC(=O)[R2])(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O)	CDP-diglyceride; CDP-1,2-diglyceride; CDP-1,2-diacylglycerol	['-']
