ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
ACETYLSERINE	-	-	O-Acetylated-Amino-Acids	-	O-acetyl-L-serine	-	(C 5);(H 9);(N 1);(O 4)	(REFMET O-Acetylserine NIL |midford| 3697479617 NIL NIL); (BIGG acser NIL |kothari| 3661824226 NIL NIL); (CHEBI 58340 NIL |kothari| 3651889255 NIL NIL); (PUBCHEM 6971051 NIL |kothari| 3651883220 NIL NIL); (METABOLIGHTS MTBLC17981 NIL |kothari| 3609160997 NIL NIL); (HMDB HMDB03011 NIL |kothari| 3608597114 NIL NIL); (LIGAND-CPD C00979 NIL |kr| 3346617699 NIL NIL); (CAS 66638-22-0)	CC(OC[C@H]([NH3+])C(=O)[O-])=O	O3-acetyl-L-serine; acetylserine; O-acetylserine; (2S)-3-acetyloxy-2-aminopropanoate	['-']
HS	-	-	Inorganic-Compounds	-	hydrogen sulfide	-	(H 2);(S 1)	(BIGG h2s NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16136 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB03276 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 391 NIL |kothari| 3563632927 NIL NIL); (LIGAND-CPD C00283 NIL |kothari| 3477360004 NIL NIL); (PUBCHEM 402 NIL |taltman| 3466375285 NIL NIL); (CAS 7783-06-4 NIL |jdale| 3456083194 NIL NIL); (CHEBI 16136 NIL |taltman| 3452438017 NIL NIL)	S	sulfide; H2S	['-']
CYS	-	-	Amino-Acids-20; L-Amino-Acids; Non-polar-amino-acids; Uncharged-polar-amino-acids	-	L-cysteine	cys	(C 3);(H 7);(N 1);(O 2);(S 1)	-	C(S)[C@@H](C(=O)[O-])[NH3+]	C; carbocysteine; cysteine; Cys; L-cys	['-']
ACET	-	-	Short-Chain-Carboxylates	-	acetate	-	(C 2);(H 3);(O 2)	(ZINC ZINC000005224164 NIL |kothari| 3853420411 NIL NIL); (MEDIADB compounds/33/ NIL |midford| 3791153824 NIL NIL); (MEDIADB compounds/33 NIL |midford| 3791048026 NIL NIL); (SEED cpd00029 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM26 NIL |kothari| 3787514193 NIL NIL); (REFMET Acetic acid NIL |midford| 3701443689 NIL NIL); (BIGG ac NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC30089 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00042 NIL |kothari| 3608602913 NIL NIL); (DRUGBANK DB03166 NIL |kothari| 3594430421 NIL NIL); (CHEMSPIDER 170 NIL |kothari| 3563632966 NIL NIL); (PUBCHEM 175 NIL |taltman| 3466375285 NIL NIL); (CHEBI 30089 NIL |taltman| 3452363544 NIL NIL); (CAS 64-19-7 NIL |kr| 3346617701 NIL NIL); (LIGAND-CPD C00033 NIL |kr| 3346617701 NIL NIL); (CAS 71-50-1)	CC([O-])=O	ethanoic acid	['-']
CPD-8166	-	Glycerolipids	Monogalactosyldiacylglycerols-36-5	Monohexosyldiacylglycerol	1-18:2-2-18:3-monogalactosyldiacylglycerol	18:2-18:3-MGDG	(C 45);(H 76);(O 10)	(METANETX MNXM9566 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 91820296 NIL |kothari| 3651883220 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))OC(=O)CCCCCCC/C=C/C\C=C/C\C=C/CC)=O	18:2-18:3-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-8168	-	Glycerolipids	Monogalactosyldiacylglycerols-36-6	Monohexosyldiacylglycerol	1-18:3-2-18:3-monogalactosyldiacylglycerol	18:3-18:3-MGDG	(C 45);(H 74);(O 10)	(SEED cpd25077 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM9574 NIL |kothari| 3787514194 NIL NIL); (CHEBI 34042 NIL |kothari| 3780416720 NIL NIL); (PUBCHEM 21582567 NIL |kothari| 3641818093 NIL NIL); (LIGAND-CPD C13871 NIL |taltman| 3466371734 NIL NIL)	CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)=O	18:3-18:3-MGDG; 1,2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-8075	-	Glycerolipids	Monogalactosyldiacylglycerols-34-3	Monohexosyldiacylglycerol	1-18:2-2-16:1-monogalactosyldiacylglycerol	18:2-16:1-MGDG	(C 43);(H 76);(O 10)	(ZINC ZINC000062233391 NIL |kothari| 3853423858 NIL NIL); (METANETX MNXM6593 NIL |kothari| 3787514189 NIL NIL); (PUBCHEM 91820596 NIL |kothari| 3651883220 NIL NIL)	CCCCC\C=C/C/C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/CCCCCCCC)=O)=O	18:2-16:1-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
R-3-hydroxymyristoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-oxo-myristoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-17640	-	Fatty acyls	Omega-Hydroxy-long-Chain-Fatty-Acid	Non-esterified fatty acid	18-hydroxystearate	-	(C 18);(H 35);(O 3)	(SEED cpd28913 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM101500 NIL |kothari| 3787514190 NIL NIL); (CHEBI 86046 NIL |kothari| 3651889255 NIL NIL); (PUBCHEM 21891501 NIL |kothari| 3651883219 NIL NIL)	C(O)CCCCCCCCCCCCCCCCC([O-])=O	18-hydroxyoctadecanoate; 18-hydroxyoctadecanoic acid; 18-hydroxystearic acid	['-']
CPD-17641	-	Fatty acyls	Omega-Hydroxy-Long-Chain-Fatty-Acyl-Coa	Acyl-Coenzyme A	18-hydroxystearoyl-CoA	-	(C 39);(H 66);(N 7);(O 18);(P 3);(S 1)	(METANETX MNXM147693 NIL |kothari| 3787514189 NIL NIL); (PUBCHEM 91819832 NIL |kothari| 3651883219 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCO)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	&omega-hydroxy-octadecanoyl-coenzyme A; &omega-hydroxystearoyl-CoA; 18-hydroxy-octadecanoyl-CoA	['-']
CPD-8082	-	Glycerolipids	Digalactosyldiacylglycerols-36-4	Dihexosyldiacylglycerol	1-18:2-2-18:2-digalactosyldiacylglycerol	18:2-18:2-DGDG	(C 51);(H 88);(O 15)	(SEED cpd25033 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM9563 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 90657438 NIL |kothari| 3641818093 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]2(O[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)[C@H](O)[C@@H](O)2))OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)=O	18:2-18:2-DGDG; 1,2-(9Z,12Z-octadecadienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol	['-']
CPD-8084	-	Glycerolipids	Digalactosyldiacylglycerols-36-5	Dihexosyldiacylglycerol	1-18:3-2-18:2-digalactosyldiacylglycerol	18:3-18:2-DGDG	(C 51);(H 86);(O 15)	(SEED cpd25035 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM9571 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 91820552 NIL |kothari| 3651883220 NIL NIL)	CC\C=C/C\C=C/C/C=C/CCCCCCCC(OC[C@H](CO[C@@H]2(O[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)[C@H](O)[C@@H](O)2))OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)=O	18:3-18:2-DGDG	['-']
Beta-hydroxydecanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-oxo-decanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-8073	-	Glycerolipids	Monogalactosyldiacylglycerols-34-2	Monohexosyldiacylglycerol	1-18:2-2-16:0-monogalactosyldiacylglycerol	18:2-16:0-MGDG	(C 43);(H 78);(O 10)	(ZINC ZINC000062233414 NIL |kothari| 3853423855 NIL NIL); (SEED cpd25024 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM7974 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 44593355 NIL |kothari| 3641818092 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCCCCCCCCCCCC)=O)=O	18:2-16:0-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol	['-']
MI-HEXAKISPHOSPHATE	-	-	Myo-inositol-polyphosphates	-	phytate	Ins(1,2,3,4,5,6)P<sub>6</sub>	(C 6);(H 6);(O 24);(P 6)	(SEED cpd00885 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM491 NIL |kothari| 3787514192 NIL NIL); (REFMET Myo-inositol hexakisphosphate NIL |midford| 3701443689 NIL NIL); (BIGG minohp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC58130 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB03502 NIL |kothari| 3608602556 NIL NIL); (CHEMSPIDER 10618952 NIL |kothari| 3563631799 NIL NIL); (CHEBI 58130 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21584050 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C01204 NIL |kr| 3346617701 NIL NIL)	[C@@H]1(OP([O-])([O-])=O)([C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](OP([O-])([O-])=O)1)	phytic acid; 1D-myo-inositol 1,2,3,4,5,6-hexakisphosphate; myo-inositol hexakisphosphate; D-myo-Inositol 1,2,3,4,5,6-hexakisphosphate; myo-Inositol 1,2,3,4,5,6-hexakisphosphate; Inositol 1,2,3,4,5,6-hexakisphosphate; InsP6; 1D-myo-Inositol hexakisphosphate; IP6; inositol hexaphosphate	['-']
CPD-11937	-	-	CPD-11933	-	1D-myo-inositol 3-diphosphate 1,2,4,5,6-pentakisphosphate	-	(C 6);(H 7);(O 27);(P 7)	(PUBCHEM 46173206 NIL |taltman| 3497976212 NIL NIL)	[C@H]1(OP([O-])(=O)[O-])([C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP(O)(=O)[O-])[C@@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)1)	3-PP-InsP5; 3-diphospho-1D-myo-inositol pentakisphosphate; 3-diphospho-1D-myo-inositol 1,2,4,5,6-pentakisphosphate	['-']
CPD-14553	-	-	Alpha-D-Galactosides; UDP-sugar	-	UDP-&alpha-D-galactose	-	(C 15);(H 22);(N 2);(O 17);(P 2)	(ZINC ZINC000008551104 NIL |kothari| 3853426403 NIL NIL); (METANETX MNXM89795 NIL |kothari| 3787514190 NIL NIL); (BIGG udpgal NIL |kothari| 3661824226 NIL NIL); (CHEBI 66914 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 9549262 NIL |kothari| 3641818092 NIL NIL); (METABOLIGHTS MTBLC66914 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00302 NIL |kothari| 3608602439 NIL NIL); (CHEMSPIDER 17069 NIL |kothari| 3573843430 NIL NIL); (CAS 2956-16-3); (LIGAND-CPD C00052 NIL |kr| 3346617700 NIL NIL)	C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))(=O)[O-])(=O)[O-])	UDP-&alpha-D-galactopyranose; UDP-galactose; UDP-Gal	['-']
CPD-13198	-	-	Polysaccharides	-	exposed unphosphorylated, unbranched malto-oligosaccharide tail on amylopectin	-	['-']	(SEED cpd23771 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM7205 NIL |kothari| 3787514193 NIL NIL)	['-']	['-']	['-']
MALTOSE	SUPER	-	Disaccharides; Linear-Malto-Oligosaccharides	-	maltose	-	(C 12);(H 22);(O 11)	(ZINC ZINC000004095762 NIL |kothari| 3853425774 NIL NIL); (PUBCHEM 439186 NIL |kothari| 3812300163 NIL NIL); (MEDIADB compounds/204/ NIL |midford| 3791153825 NIL NIL); (LIGAND-CPD C00208 NIL |kothari| 3780416441 NIL NIL); (BIGG malt NIL |kothari| 3661824226 NIL NIL); (CHEBI 17306 NIL |kothari| 3619528404 NIL NIL); (CAS 69-79-4); (CHEMSPIDER 6019 NIL |kothari| 3563632747 NIL NIL)	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@H](OC([C@@H]([C@H]2O)O)O)CO)))O	&alpha-D-glucopyranose-(1&rarr4)-D-glucopyranose	['-']
CPD-15717	MALTOSE	-	MALTOSE	-	&beta-maltose	-	(C 12);(H 22);(O 11)	(SEED cpd01355 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM89735 NIL |kothari| 3787514190 NIL NIL); (LIGAND-CPD C01971 NIL |kothari| 3619443260 NIL NIL); (PUBCHEM 6255 NIL |kothari| 3619398480 NIL NIL); (METABOLIGHTS MTBLC18147 NIL |kothari| 3608991478 NIL NIL); (CHEBI 18147 NIL |caspi| 3585681643 NIL NIL)	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)))O	&alpha-D-glucopyranose-(1&rarr4)-&beta-D-glucopyranose	['-']
Branched-Unphos-Amylopectin-Tails	-	-	Polysaccharides	-	exposed unphosphorylated, (&alpha-1,6)-branched malto-oligosaccharide tail on amylopectin	-	['-']	(SEED cpd22470 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM10831 NIL |kothari| 3787514190 NIL NIL)	['-']	['-']	['-']
L-ASPARTATE	-	-	Amino-Acids-20; C4-dicarboxylates; L-Amino-Acids; Negatively-charged-polar-amino-acids	-	L-aspartate	asp	(C 4);(H 6);(N 1);(O 4)	(ZINC ZINC000000895032 NIL |kothari| 3853425681 NIL NIL); (MEDIADB compounds/14804/ NIL |midford| 3791153825 NIL NIL); (MEDIADB compounds/49/ NIL |midford| 3791153824 NIL NIL); (METANETX MNXM42 NIL |kothari| 3787514190 NIL NIL); (REFMET Aspartic acid NIL |midford| 3701443689 NIL NIL); (BIGG asp__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC29991 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00191 NIL |kothari| 3608602216 NIL NIL); (CHEMSPIDER 4573879 NIL |kothari| 3563632036 NIL NIL); (CHEBI 29991 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5460294 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00049 NIL |kr| 3346617701 NIL NIL); (CAS 56-84-8)	C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-]	L-aspartic acid; aspartic acid; D; aspartate; L-asp	['-']
2-KETOGLUTARATE	-	-	2-Oxo-carboxylates; dicarboxylate	-	2-oxoglutarate	-	(C 5);(H 4);(O 5)	(ZINC ZINC000001532519 NIL |kothari| 3853420134 NIL NIL); (SEED cpd00024 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM20 NIL |kothari| 3787514191 NIL NIL); (REFMET Oxoglutaric acid NIL |midford| 3701443689 NIL NIL); (BIGG akg NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16810 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00208 NIL |kothari| 3608602046 NIL NIL); (CHEMSPIDER 144236 NIL |kothari| 3563632247 NIL NIL); (CHEBI 16810 NIL |taltman| 3498850556 NIL NIL); (PUBCHEM 164533 NIL |taltman| 3451921010 NIL NIL); (KNAPSACK C00000769 NIL |achi1| 3445698159 NIL NIL); (LIGAND-CPD C00026 NIL |kr| 3346617701 NIL NIL); (CAS 328-50-7)	C(CC([O-])=O)C(=O)C([O-])=O	ketoglutarate; &alpha-ketoglutarate; 2-oxoglutaric acid; &alpha-ketoglutaric acid; &alpha-oxoglutarate; 2-ketoglutaric acid; 2-ketoglutarate; 2-oxopentanedionic acid; 2-oxopentanedionate; -ketoglutaric acid	['-']
OXALACETIC_ACID	-	-	C4-dicarboxylates	-	oxaloacetate	-	(C 4);(H 2);(O 5)	(ZINC ZINC000001532521 NIL |kothari| 3853425983 NIL NIL); (SEED cpd00032 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM46 NIL |kothari| 3787514190 NIL NIL); (REFMET Oxaloacetic acid NIL |midford| 3701443689 NIL NIL); (BIGG oaa NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC16452 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00223 NIL |kothari| 3608601791 NIL NIL); (CHEMSPIDER 144251 NIL |kothari| 3563632246 NIL NIL); (PUBCHEM 164550 NIL |taltman| 3466375284 NIL NIL); (CHEBI 16452 NIL |taltman| 3452363347 NIL NIL); (LIGAND-CPD C00036 NIL |kaipa| 3311532642 NIL NIL); (CAS 328-42-7)	C(C([O-])=O)C(=O)C([O-])=O	keto-oxaloacetate; oxaloacetic acid; oxalacetic acid; oxalacetate	['-']
GLT	-	-	Amino-Acids-20; Glutamates; L-Amino-Acids; Negatively-charged-polar-amino-acids	-	L-glutamate	glu	(C 5);(H 8);(N 1);(O 4)	(ZINC ZINC000001482113 NIL |kothari| 3853425456 NIL NIL); (MEDIADB compounds/25/ NIL |midford| 3791153824 NIL NIL); (REFMET Glutamic acid NIL |midford| 3701443689 NIL NIL); (BIGG glu__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC29985 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00148 NIL |kothari| 3608601804 NIL NIL); (CHEMSPIDER 4573882 NIL |kothari| 3563632036 NIL NIL); (PUBCHEM 5460299 NIL |taltman| 3466375284 NIL NIL); (KNAPSACK C00001358 NIL |achi1| 3445698168 NIL NIL); (CHEBI 29985 NIL |taltman| 3452363479 NIL NIL); (LIGAND-CPD C00025 NIL |keseler| 3341253891 NIL NIL); (CAS 56-86-0)	C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O	1-amino-propane-1,3-dicarboxylic acid; glutacid; glutaminic acid; L-glutamic acid; &alpha-aminoglutaric acid; E; glt; glut; L-glu; 2-aminopentanedioic acid	['-']
L-ALPHA-ALANINE	-	-	Amino-Acids-20; L-Amino-Acids; Neutral-Amino-Acids; Non-polar-amino-acids	-	L-alanine	ala	(C 3);(H 7);(N 1);(O 2)	(REFMET Alanine NIL |midford| 3697479617 NIL NIL); (BIGG ala__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57972 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00161 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57972 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 7311724 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00041 NIL |kaipa| 3311532638 NIL NIL); (CAS 56-41-7)	C[C@H]([NH3+])C([O-])=O	alanine; L-&alpha-alanine; ala	['-']
OH-PYR	-	-	Compounds	-	hydroxypyruvate	-	(C 3);(H 3);(O 4)	(ZINC ZINC000001532558 NIL |kothari| 3853425969 NIL NIL); (SEED cpd00145 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM392 NIL |kothari| 3787514193 NIL NIL); (REFMET Hydroxypyruvic acid NIL |midford| 3701443689 NIL NIL); (BIGG hpyr NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC17180 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01352 NIL |kothari| 3608601886 NIL NIL); (CHEMSPIDER 3397158 NIL |kothari| 3563632188 NIL NIL); (PUBCHEM 4186339 NIL |taltman| 3466375285 NIL NIL); (CHEBI 17180 NIL |taltman| 3452363343 NIL NIL); (LIGAND-CPD C00168 NIL |kr| 3346617701 NIL NIL); (CAS 1113-60-6)	C(C(=O)C([O-])=O)O	&beta-hydroxypyruvate; OH-pyruvate; OH-pyr; 3-hydroxypyruvate; hydroxypyruvic acid; 3-hydroxy-2-oxopropanoic acid; 3-hydroxy-2-oxopropanoate	['-']
DADP	-	-	All-Nucleosides; Purine-deoxyribonucleosides-5-PP	-	dADP	-	(C 10);(H 12);(N 5);(O 9);(P 2)	(ZINC ZINC000008215728 NIL |kothari| 3853425155 NIL NIL); (REACTOME-CPD 500087 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00177 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM374 NIL |kothari| 3787514190 NIL NIL); (REFMET dADP NIL |midford| 3701443689 NIL NIL); (BIGG dadp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57667 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01508 NIL |kothari| 3608602129 NIL NIL); (CHEMSPIDER 19992628 NIL |kothari| 3563631809 NIL NIL); (CHEBI 57667 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21125569 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00206 NIL |kr| 3346617700 NIL NIL); (CAS 2793-06-8)	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))C[C@H](O)3)	2'-deoxyadenosine-5'-diphosphate; deoxyadenosine-diphosphate	2'-deoxyadenosine 5'-(trihydrogen diphosphate)
DATP	-	-	All-Nucleosides; Purine-deoxyribonucleosides-5-PPP	-	dATP	-	(C 10);(H 12);(N 5);(O 12);(P 3)	(ZINC ZINC000008215662 NIL |kothari| 3853425164 NIL NIL); (REACTOME-CPD 110644 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00115 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM286 NIL |kothari| 3787514191 NIL NIL); (REFMET dATP NIL |midford| 3701443689 NIL NIL); (BIGG datp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC61404 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01532 NIL |kothari| 3608601839 NIL NIL); (CHEBI 61404 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25320183 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00131 NIL |kr| 3346617700 NIL NIL); (CAS 1927-31-7)	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))C[C@H](O)3)	2'-deoxyATP; 2'-deoxyadenosine triphosphate; deoxy-ATP; deoxyadenosine-triphosphate; 2'-deoxyadenosine-5'-triphosphate	['-']
CHORISMATE	-	-	dicarboxylate	-	chorismate	-	(C 10);(H 8);(O 6)	(ZINC ZINC000003869471 NIL |kothari| 3853420616 NIL NIL); (REACTOME-CPD 964856 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00216 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM337 NIL |kothari| 3787514193 NIL NIL); (REFMET Chorismic acid NIL |midford| 3701443689 NIL NIL); (BIGG chor NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB12199 NIL |kothari| 3608602144 NIL NIL); (CHEMSPIDER 4573889 NIL |kothari| 3563632035 NIL NIL); (PUBCHEM 5460312 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29748 NIL |taltman| 3452363536 NIL NIL); (CAS 55508-12-8 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C00251 NIL |kaipa| 3311532640 NIL NIL)	C=C(C(=O)[O-])O[C@H]1([C@H](O)\C=C/C(/C([O-])=O)=C\1)	chorismic acid	(3R,4R)-3-[(1-carboxylatoethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate
PREPHENATE	-	-	Compounds	-	prephenate	-	(C 10);(H 8);(O 6)	(ZINC ZINC000100069153 NIL |kothari| 3853426082 NIL NIL); (SEED cpd00219 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM503 NIL |kothari| 3787514193 NIL NIL); (BIGG pphn NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB12283 NIL |kothari| 3608602368 NIL NIL); (CHEMSPIDER 4573884 NIL |kothari| 3563632035 NIL NIL); (PUBCHEM 5460303 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29934 NIL |taltman| 3452363600 NIL NIL); (LIGAND-CPD C00254 NIL |kr| 3346617701 NIL NIL); (CAS 126-49-8)	C(=O)([O-])C(=O)C[C@]1(C(=O)[O-])(\C=C/[C@@H](O)\C=C/1)	['-']	Prephenic acid
Dodecanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
DODECANOATE	-	Fatty acyls	Medium-Chain-234-Saturated-Fatty-Acids; Saturated-Fatty-Acids	Non-esterified fatty acid	laurate	-	(C 12);(H 23);(O 2)	(ZINC ZINC000001529498 NIL |kothari| 3853425320 NIL NIL); (REACTOME-CPD 33549 NIL |kothari| 3788282686 NIL NIL); (SEED cpd01741 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM402 NIL |kothari| 3787514192 NIL NIL); (REFMET Lauric acid NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC18262 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00638 NIL |kothari| 3608602281 NIL NIL); (CHEMSPIDER 3361474 NIL |kothari| 3563632188 NIL NIL); (PUBCHEM 4149208 NIL |taltman| 3466375284 NIL NIL); (CHEBI 18262 NIL |taltman| 3452363583 NIL NIL); (LIGAND-CPD C02679 NIL |kr| 3346617701 NIL NIL); (NCI 5026); (CAS 143-07-7)	CCCCCCCCCCCC([O-])=O	n-dodecanoic acid; dodecanoic acid; n-dodecanoic acid; lauric acid; tin II 2-ethylhexanoate; dodecanoate	['-']
CPD-659	-	-	Compounds	-	L-arogenate	-	(C 10);(H 12);(N 1);(O 5)	(ZINC ZINC000000895400 NIL |kothari| 3853423179 NIL NIL); (SEED cpd00616 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM696 NIL |kothari| 3787514194 NIL NIL); (REFMET Arogenic acid NIL |midford| 3701443689 NIL NIL); (CHEBI 58180 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25244469 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00826 NIL |kr| 3410284650 NIL NIL); (CAS 53078-86-7)	C([C@H](CC1(\C=C/C(\C=C/1)O)C([O-])=O)[NH3+])([O-])=O	L-arogenic acid; pretyrosine	['-']
