ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
MPBQ	-	-	Reduced-Quinones	-	2-methyl-6-phytyl-1,4-benzoquinol	-	(C 27);(H 46);(O 2)	(CHEBI 75920 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 71768135 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC75920 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB38959 NIL |kothari| 3594494456 NIL NIL); (LIGAND-CPD C15882 NIL |kr| 3410284650 NIL NIL)	CC(CCC[C@H](CCC[C@@H](C)CCCC(\C)=C/CC1(/C=C(\C=C(C)/C(/O)=1)/O))C)C	['-']	['-']
CPD-8166	-	Glycerolipids	Monogalactosyldiacylglycerols-36-5	Monohexosyldiacylglycerol	1-18:2-2-18:3-monogalactosyldiacylglycerol	18:2-18:3-MGDG	(C 45);(H 76);(O 10)	(PUBCHEM 91820296 NIL |kothari| 3651883220 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))OC(=O)CCCCCCC/C=C/C\C=C/C\C=C/CC)=O	18:2-18:3-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-8168	-	Glycerolipids	Monogalactosyldiacylglycerols-36-6	Monohexosyldiacylglycerol	1-18:3-2-18:3-monogalactosyldiacylglycerol	18:3-18:3-MGDG	(C 45);(H 74);(O 10)	(PUBCHEM 21582567 NIL |kothari| 3641818093 NIL NIL); (LIGAND-CPD C13871 NIL |taltman| 3466371734 NIL NIL)	CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)=O	18:3-18:3-MGDG; 1,2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
L-CITRULLINE	-	-	Alpha-Amino-Acids; Ureido-Compounds	-	L-citrulline	-	(C 6);(H 13);(N 3);(O 3)	(REFMET Citrulline NIL |midford| 3697479617 NIL NIL); (BIGG citr__L NIL |kothari| 3661871748 NIL NIL); (CHEBI 57743 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 6992098 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC16349 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00904 NIL |kothari| 3594494367 NIL NIL); (DRUGBANK DB00155 NIL |kothari| 3594430386 NIL NIL); (LIGAND-CPD C00327 NIL |kaipa| 3311532640 NIL NIL); (CAS 372-75-8)	C(NC(N)=O)CC[C@H]([NH3+])C(=O)[O-]	N&gamma-carbamylornithine; &alpha-amino-&gamma-ureidovaleric acid; &gamma-ureidonorvaline; N5-(Aminocarbonyl)-L-ornithine	['-']
CPD-8075	-	Glycerolipids	Monogalactosyldiacylglycerols-34-3	Monohexosyldiacylglycerol	1-18:2-2-16:1-monogalactosyldiacylglycerol	18:2-16:1-MGDG	(C 43);(H 76);(O 10)	(PUBCHEM 91820596 NIL |kothari| 3651883220 NIL NIL)	CCCCC\C=C/C/C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/CCCCCCCC)=O)=O	18:2-16:1-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-8082	-	Glycerolipids	Digalactosyldiacylglycerols-36-4	Dihexosyldiacylglycerol	1-18:2-2-18:2-digalactosyldiacylglycerol	18:2-18:2-DGDG	(C 51);(H 88);(O 15)	(PUBCHEM 90657438 NIL |kothari| 3641818093 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]2(O[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)[C@H](O)[C@@H](O)2))OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)=O	18:2-18:2-DGDG; 1,2-(9Z,12Z-octadecadienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol	['-']
CPD-8084	-	Glycerolipids	Digalactosyldiacylglycerols-36-5	Dihexosyldiacylglycerol	1-18:3-2-18:2-digalactosyldiacylglycerol	18:3-18:2-DGDG	(C 51);(H 86);(O 15)	(PUBCHEM 91820552 NIL |kothari| 3651883220 NIL NIL)	CC\C=C/C\C=C/C/C=C/CCCCCCCC(OC[C@H](CO[C@@H]2(O[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)[C@H](O)[C@@H](O)2))OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)=O	18:3-18:2-DGDG	['-']
CHOLINE	-	-	Quaternary-Amines	-	choline	-	(C 5);(H 14);(N 1);(O 1)	(REFMET Choline NIL |midford| 3697479617 NIL NIL); (BIGG chol NIL |kothari| 3661824226 NIL NIL); (|Wikipedia| Choline NIL |caspi| 3612800845 NIL NIL); (METABOLIGHTS MTBLC15354 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00097 NIL |kothari| 3594494382 NIL NIL); (DRUGBANK DB00122 NIL |kothari| 3594430404 NIL NIL); (CHEMSPIDER 299 NIL |kothari| 3563632940 NIL NIL); (PUBCHEM 305 NIL |taltman| 3466375285 NIL NIL); (CHEBI 15354 NIL |taltman| 3452363527 NIL NIL); (CAS 62-49-7); (CAS 123-41-1 NIL |keseler| 3349796746 NIL NIL); (LIGAND-CPD C00114 NIL |kr| 3346617700 NIL NIL)	C(CO)[N+](C)(C)C	(2-hydroxyethyl)trimethylammonium	['-']
BETAINE-ALDEHYDE-HYDRATE	-	-	Quaternary-Amines	-	betaine aldehyde hydrate	-	(C 5);(H 14);(N 1);(O 2)	(CHEBI 15870 NIL |kothari| 3577646961 NIL NIL); (CHEMSPIDER 4909131 NIL |kothari| 3563631999 NIL NIL); (PUBCHEM 6395359 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C07345 NIL |kothari| 3454088942 NIL NIL)	C[N+](C)(CC(O)O)C	['-']	['-']
CPD-12493	-	-	C28-Brassinosteroids; C28-Steroids	-	3-epi-6-deoxocathasterone	-	(C 28);(H 50);(O 2)	(CHEBI 59410 NIL |kothari| 3686585521 NIL NIL); (PUBCHEM 45480560 NIL |kothari| 3686579210 NIL NIL)	CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC[C@H]1(C[C@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	['-']	['-']
Acceptor	-	-	Hydride-Acceptors	-	oxidized electron carrier	A	['-']	(LIGAND-CPD C00028 NIL |qwan| 3371849575 NIL NIL); (CHEBI 15339 NIL |taltman| 3498851560 NIL NIL)	['-']	A; oxidized unknown electron donor; oxidized unknown electron acceptor	['-']
Donor-H2	-	-	Hydride-Acceptors	-	reduced two electron carrier	A(H2)	['-']	(CHEBI 17499 NIL |kothari| 3458488187 NIL NIL); (LIGAND-CPD C00030 NIL |kothari| 3458488187 NIL NIL)	[an oxidized electron carrier]	reduced unknown electron donor; A(H2); reduced unknown electron acceptor	['-']
CPD-3946	-	-	C28-22S-hydroxysteroid; C28-Brassinosteroids	-	(22S,24R)-22-hydroxy-5&alpha-ergostan-3-one	ST 28:1;O2	(C 28);(H 48);(O 2)	(PUBCHEM 46878488 NIL |kothari| 3686579210 NIL NIL); (HMDB HMDB12112 NIL |kothari| 3608597114 NIL NIL); (LIPID_MAPS LMST01031117 NIL |kothari| 3594492094 NIL NIL); (CHEBI 59411 NIL |kothari| 3594046690 NIL NIL); (LIGAND-CPD C15797 NIL |taltman| 3459474373 NIL NIL)	CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	(22S)-22-hydroxy-5&alpha-campestan-3-one; (22&alpha)-hydroxy-5&alpha-campestan-3-one; (22S, 24R)-22-hydroxy-5alpha-ergostan-3-one	['-']
GLN	-	-	Amino-Acids-20; L-Amino-Acids; Neutral-Amino-Acids; Uncharged-polar-amino-acids	-	L-glutamine	gln	(C 5);(H 10);(N 2);(O 3)	(REFMET Glutamine NIL |midford| 3697479617 NIL NIL); (BIGG gln__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC58359 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00641 NIL |kothari| 3608597114 NIL NIL); (CHEBI 58359 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 6992086 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00064 NIL |kaipa| 3311532639 NIL NIL); (CAS 56-85-9 NIL |keseler| 3341253091 NIL NIL)	C(=O)(N)CC[C@H]([NH3+])C([O-])=O	Q; proglumide; glum; glutamine; glumin; 2-aminoglutaramic acid; glutamic acid 5-amide; L-gln	['-']
CPD-8073	-	Glycerolipids	Monogalactosyldiacylglycerols-34-2	Monohexosyldiacylglycerol	1-18:2-2-16:0-monogalactosyldiacylglycerol	18:2-16:0-MGDG	(C 43);(H 78);(O 10)	(PUBCHEM 44593355 NIL |kothari| 3641818092 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCCCCCCCCCCCC)=O)=O	18:2-16:0-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-14553	-	-	Alpha-D-Galactosides; UDP-sugar	-	UDP-&alpha-D-galactose	-	(C 15);(H 22);(N 2);(O 17);(P 2)	(BIGG 33675 NIL |kothari| 3584718837 NIL NIL); (BIGG udpgal NIL |kothari| 3661824226 NIL NIL); (CHEBI 66914 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 9549262 NIL |kothari| 3641818092 NIL NIL); (METABOLIGHTS MTBLC66914 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00302 NIL |kothari| 3608602439 NIL NIL); (CHEMSPIDER 17069 NIL |kothari| 3573843430 NIL NIL); (CAS 2956-16-3); (LIGAND-CPD C00052 NIL |kr| 3346617700 NIL NIL)	C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O)	UDP-&alpha-D-galactopyranose; UDP-galactose	['-']
L-ASPARTATE	-	-	Amino-Acids-20; C4-dicarboxylates; L-Amino-Acids; Negatively-charged-polar-amino-acids	-	L-aspartate	asp	(C 4);(H 6);(N 1);(O 4)	(REFMET Aspartic acid NIL |midford| 3701443689 NIL NIL); (BIGG asp__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC29991 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00191 NIL |kothari| 3608602216 NIL NIL); (CHEMSPIDER 4573879 NIL |kothari| 3563632036 NIL NIL); (CHEBI 29991 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5460294 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00049 NIL |kr| 3346617701 NIL NIL); (CAS 56-84-8)	C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-]	L-aspartic acid; aspartic acid; D; aspartate; L-asp	['-']
OXALACETIC_ACID	-	-	C4-dicarboxylates	-	oxaloacetate	-	(C 4);(H 2);(O 5)	(REFMET Oxaloacetic acid NIL |midford| 3701443689 NIL NIL); (BIGG oaa NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC16452 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00223 NIL |kothari| 3608601791 NIL NIL); (CHEMSPIDER 144251 NIL |kothari| 3563632246 NIL NIL); (PUBCHEM 164550 NIL |taltman| 3466375284 NIL NIL); (CHEBI 16452 NIL |taltman| 3452363347 NIL NIL); (LIGAND-CPD C00036 NIL |kaipa| 3311532642 NIL NIL); (CAS 328-42-7)	C(C([O-])=O)C(=O)C([O-])=O	keto-oxaloacetate; oxaloacetic acid; oxalacetic acid; oxalacetate	['-']
DADP	-	-	All-Nucleosides; Purine-deoxyribonucleosides-5-PP	-	dADP	-	(C 10);(H 12);(N 5);(O 9);(P 2)	(REFMET dADP NIL |midford| 3701443689 NIL NIL); (BIGG dadp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57667 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01508 NIL |kothari| 3608602129 NIL NIL); (CHEMSPIDER 19992628 NIL |kothari| 3563631809 NIL NIL); (CHEBI 57667 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21125569 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00206 NIL |kr| 3346617700 NIL NIL); (CAS 2793-06-8)	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP(OP([O-])([O-])=O)([O-])=O	2'-deoxyadenosine-5'-diphosphate; deoxyadenosine-diphosphate	2'-deoxyadenosine 5'-(trihydrogen diphosphate)
DATP	-	-	All-Nucleosides; Purine-deoxyribonucleosides-5-PPP	-	dATP	-	(C 10);(H 12);(N 5);(O 12);(P 3)	(REFMET dATP NIL |midford| 3701443689 NIL NIL); (BIGG datp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC61404 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01532 NIL |kothari| 3608601839 NIL NIL); (CHEBI 61404 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25320183 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00131 NIL |kr| 3346617700 NIL NIL); (CAS 1927-31-7)	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP(OP(OP([O-])(=O)[O-])([O-])=O)([O-])=O	2'-deoxyATP; 2'-deoxyadenosine triphosphate; deoxy-ATP; deoxyadenosine-triphosphate; 2'-deoxyadenosine-5'-triphosphate	['-']
CPD-14275	-	Fatty acyls	Long-Chain-3-Hydroxyacyl-CoAs	Acyl-Coenzyme A	(3R)-3-hydroxy-arachidoyl-CoA	-	(C 41);(H 70);(N 7);(O 18);(P 3);(S 1)	(PUBCHEM 72193813 NIL |kothari| 3619400336 NIL NIL); (CHEBI 76373 NIL |kothari| 3608052289 NIL NIL)	CCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O	['-']	['-']
CPD-14271	-	Fatty acyls	Long-Chain-oxoacyl-CoAs	Acyl-Coenzyme A	3-oxoicosanoyl-CoA	-	(C 41);(H 68);(N 7);(O 18);(P 3);(S 1)	(REFMET 3-oxoicosanoyl-CoA NIL |midford| 3701443689 NIL NIL); (PUBCHEM 70678676 NIL |kothari| 3619400276 NIL NIL); (CHEBI 65115 NIL |kothari| 3608037945 NIL NIL)	CCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O	['-']	['-']
CHORISMATE	-	-	dicarboxylate	-	chorismate	-	(C 10);(H 8);(O 6)	(REFMET Chorismic acid NIL |midford| 3701443689 NIL NIL); (BIGG chor NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB12199 NIL |kothari| 3608602144 NIL NIL); (CHEMSPIDER 4573889 NIL |kothari| 3563632035 NIL NIL); (PUBCHEM 5460312 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29748 NIL |taltman| 3452363536 NIL NIL); (CAS 55508-12-8 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C00251 NIL |kaipa| 3311532640 NIL NIL)	C=C(C(=O)[O-])O[C@H]1([C@H](O)\C=C/C(/C([O-])=O)=C\1)	chorismic acid	['-']
PREPHENATE	-	-	Compounds	-	prephenate	-	(C 10);(H 8);(O 6)	(BIGG pphn NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB12283 NIL |kothari| 3608602368 NIL NIL); (CHEMSPIDER 4573884 NIL |kothari| 3563632035 NIL NIL); (PUBCHEM 5460303 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29934 NIL |taltman| 3452363600 NIL NIL); (LIGAND-CPD C00254 NIL |kr| 3346617701 NIL NIL); (CAS 126-49-8)	C(=O)([O-])C(=O)C[C@]1(C(=O)[O-])(\C=C/[C@@H](O)\C=C/1)	['-']	Prephenic acid
CPD-4207	-	-	Nucleosides-Analogues	-	isopentenyl adenosine	-	(C 15);(H 21);(N 5);(O 4)	(CHEMSPIDER 22815 NIL |kothari| 3563632454 NIL NIL); (CHEBI 62881 NIL |ong| 3535724355 NIL NIL); (PUBCHEM 24405 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C16427 NIL |kr| 3410284649 NIL NIL)	CC(C)=CCNC2(\C3(\N=C/N([C@H]1([C@@H]([C@@H]([C@H](O1)CO)O)O))C(\N=C/N=2)=3))	iPA	['-']
FAD	-	Fatty acyls	Cofactors; Flavin-Electorin-Carriers; Oxidized-Flavins	Non-esterified fatty acid	FAD	-	(C 27);(H 30);(N 9);(O 15);(P 2)	(BIGG fad NIL |kothari| 3661824226 NIL NIL); (CHEBI 57692 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 46906035 NIL |kothari| 3641818093 NIL NIL); (|Wikipedia| Flavin_adenine_dinucleotide NIL |caspi| 3624122668 NIL NIL); (HMDB HMDB01248 NIL |kothari| 3608602451 NIL NIL); (CHEMSPIDER 13082029 NIL |kothari| 3563631841 NIL NIL); (LIGAND-CPD C00016 NIL |keseler| 3341252030 NIL NIL); (CAS 146-14-5)	CC6(\C=C5(C(/N(C[C@@H]([C@H](O)[C@H](O)COP(OP([O-])(OC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3))=O)([O-])=O)O)C4(\C(\C(=O)[N-]C(=O)/N=4)=N/5))=C\C(/C)=6))	flavin adenine dinucleotide oxidized; flavin adenine dinucleotide; flavitan	['-']
ADENOSINE	-	-	Nucleosides; Purine-Ribonucleosides	-	adenosine	-	(C 10);(H 13);(N 5);(O 4)	(REFMET Adenosine NIL |midford| 3697479617 NIL NIL); (BIGG adn NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16335 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00050 NIL |kothari| 3594494368 NIL NIL); (DRUGBANK DB00640 NIL |kothari| 3594430283 NIL NIL); (CHEMSPIDER 18660726 NIL |kothari| 3563632420 NIL NIL); (PUBCHEM 60961 NIL |taltman| 3466375285 NIL NIL); (CHEBI 16335 NIL |taltman| 3452363481 NIL NIL); (LIGAND-CPD C00212 NIL |kaipa| 3311532639 NIL NIL); (CAS 58-61-7)	C(O)[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3)))	adenine-D-ribose	['-']
PRENAL	-	Fatty acyls	CPD-20304	Non-esterified fatty acid	3-methyl-2-butenal	-	(C 5);(H 8);(O 1)	(METABOLIGHTS MTBLC15825 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB12157 NIL |kothari| 3604149759 NIL NIL); (CHEMSPIDER 10820046 NIL |kothari| 3563632419 NIL NIL); (PUBCHEM 61020 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C07330 NIL |taltman| 3452530510 NIL NIL); (CHEBI 15825 NIL |taltman| 3452363450 NIL NIL)	CC(C)=CC=O	3-methylbut-2-enal; 3,3-dimethyl-acrylaldehyde; prenal; 3-methylcrotonaldehyde	['-']
FADH2	-	Fatty acyls	Flavin-Electorin-Carriers; Reduced-Flavins	Non-esterified fatty acid	FADH2	-	(C 27);(H 33);(N 9);(O 15);(P 2)	(REFMET FADH2 NIL |midford| 3701443689 NIL NIL); (BIGG fadh2 NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 46931118 NIL |kothari| 3651883220 NIL NIL); (CHEBI 58307 NIL |kothari| 3609162101 NIL NIL); (METABOLIGHTS MTBLC58307 NIL |kothari| 3609160997 NIL NIL); (HMDB HMDB01197 NIL |kothari| 3608602949 NIL NIL); (LIGAND-CPD C01352 NIL |kr| 3346617699 NIL NIL); (CAS 1910-41-4)	CC6(\C=C1(C(/N(C2(/NC(NC(=O)C(\N1)=2)=O))C[C@H](O)[C@H](O)[C@H](O)COP(OP([O-])(OC[C@@H]5([C@@H](O)[C@@H](O)[C@H](N3(\C=N/C4(C(/N)=N\C=N/C3=4)))O5))=O)([O-])=O)=C\C(/C)=6))	flavin adenine dinucleotide reduced; 1,5-dihydro-FAD	['-']
L-ASPARTATE-SEMIALDEHYDE	-	-	Non-standard-amino-acids	-	L-aspartate 4-semialdehyde	-	(C 4);(H 7);(N 1);(O 3)	(REFMET Aspartate-semialdehyde NIL |midford| 3697479617 NIL NIL); (BIGG aspsa NIL |kothari| 3661824225 NIL NIL); (HMDB HMDB12249 NIL |kothari| 3608597114 NIL NIL); (CHEBI 537519 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 5287708 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00441 NIL |kr| 3346617699 NIL NIL); (CAS 15106-57-7)	C(=O)C[C@H]([NH3+])C(=O)[O-]	L-aspartic 4-semialdehyde; L-aspartate-semialdehyde; L-aspartate &beta-semialdehyde	['-']
L-BETA-ASPARTYL-P	-	-	L-Amino-Acids; Modified-Amino-Acids	-	L-aspartyl-4-phosphate	-	(C 4);(H 6);(N 1);(O 7);(P 1)	(BIGG 4pasp NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB12250 NIL |kothari| 3608601871 NIL NIL); (CHEMSPIDER 10123241 NIL |kothari| 3563631866 NIL NIL); (CHEBI 57535 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 11948925 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C03082 NIL |kr| 3346617699 NIL NIL); (CAS 22138-53-0)	C([C@H]([NH3+])C(=O)[O-])C(=O)OP([O-])(=O)[O-]	4-phospho-L-aspartate; L-4-aspartyl phosphate; L-&beta-aspartyl-P; L-&beta-aspartyl-phosphate; L-aspartyl-4-P; L-aspartyl-&beta-phosphate; 4-phosphonato-L-aspartate	['-']
CPD-332	-	-	Adenine-Cytokinins	-	dihydrozeatin	-	(C 10);(H 15);(N 5);(O 1)	(CHEBI 17874 NIL |kothari| 3594050964 NIL NIL); (HMDB HMDB12215 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 388705 NIL |kothari| 3563631700 NIL NIL); (PUBCHEM 439631 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C02029 NIL |kr| 3410284649 NIL NIL); (CAS 23599-75-9)	C[C@H](CO)CCNC1(\C2(\N=C/NC(/N=C\N=1)=2))	2-Methyl-4-(1H-purin-6-ylamino)butan-1-ol; N6-(4-Hydroxyisopentanyl)adenine	['-']
CPD-4615	-	-	Adenine-Cytokinin-Glucosides	-	dihydrozeatin-7-N-glucose	-	(C 16);(H 25);(N 5);(O 6)	(CHEBI 133475 NIL |kothari| 3716218713 NIL NIL); (PUBCHEM 25201421 NIL |taltman| 3466375284 NIL NIL)	CC(CCNC1(\C2(N(\C=N/C(\N=C/N=1)=2)[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))))CO	['-']	['-']
P-HYDROXY-PHENYLPYRUVATE	-	-	2-Oxo-carboxylates; Aromatic-Oxoacids	-	3-(4-hydroxyphenyl)pyruvate	-	(C 9);(H 7);(O 4)	(REFMET 4-Hydroxyphenylpyruvic acid NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC36242 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00707 NIL |kothari| 3608602563 NIL NIL); (CHEMSPIDER 5341947 NIL |kothari| 3563631959 NIL NIL); (CHEBI 36242 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 6971070 NIL |taltman| 3466375285 NIL NIL); (CAS 156-39-8); (LIGAND-CPD C01179 NIL |keseler| 3342477624 NIL NIL)	C1(\C(/CC(C([O-])=O)=O)=C/C=C(\C=1)/O)	p-hydroxyphenylpyruvic acid; 4-hydroxyphenylpyruvate; hydroxyphenylpyruvate; p-hydroxyphenylpyruvate	['-']
HOMOGENTISATE	-	-	Compounds	-	homogentisate	-	(C 8);(H 7);(O 4)	(REFMET Homogentisic acid NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC16169 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00130 NIL |kothari| 3608602711 NIL NIL); (CHEMSPIDER 4573931 NIL |kothari| 3563632031 NIL NIL); (PUBCHEM 5460389 NIL |taltman| 3466375284 NIL NIL); (CHEBI 16169 NIL |taltman| 3452363346 NIL NIL); (LIGAND-CPD C00544 NIL |kr| 3410284649 NIL NIL)	C1(\C(\O)=C/C(\CC([O-])=O)=C(\C=1)/O)	2,5-dihydroxyphenylacetate	['-']
CPD-13612	-	Sphingolipids	D-erythro-Shinganines	Long-chain base	sphinganine (C18)	d18:0; SPB 18:0;O2; Dihydrosphingosine; Octadecasphinganine; D-erythro-Sphinganine; D-erythro-2-Amino-1,3-octadecanediol; LCB 18:0;O2	(C 18);(H 40);(N 1);(O 2)	(REFMET Sphinganine NIL |midford| 3701443689 NIL NIL); (CHEMSPIDER 82609 NIL |caspi| 3648833425 NIL NIL); (PUBCHEM 46878428 NIL |kothari| 3619399518 NIL NIL); (METABOLIGHTS MTBLC57817 NIL |kothari| 3608991478 NIL NIL); (CHEBI 57817 NIL |kothari| 3608037944 NIL NIL); (HMDB HMDB00269 NIL |kothari| 3604149782 NIL NIL); (LIPID_MAPS LMSP01020001 NIL |kothari| 3594492010 NIL NIL)	CCCCCCCCCCCCCCC[C@H]([C@H](CO)[NH3+])O	D-erythro-DHS (C18); D-erythro-dihydrosphingosine (C18); D-erythro-sphinganine (C18); dihydrosphingosine (C18); d18:0	['-']
CPD-649	-	Sphingolipids	Sphingoid-1-phosphates	Long-chain base	sphinganine 1-phosphate	-	(C 18);(H 39);(N 1);(O 5);(P 1)	(REFMET Sphinganine-1-phosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 57939 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 46878432 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC57939 NIL |kothari| 3609160997 NIL NIL); (HMDB HMDB01383 NIL |kothari| 3608601889 NIL NIL); (LIGAND-CPD C01120 NIL |taltman| 3459474373 NIL NIL)	CCCCCCCCCCCCCCC[C@H]([C@H](COP([O-])(=O)[O-])[NH3+])O	dihydrosphingosine 1-phosphate; DHS-1-P	['-']
